site_name,latitude,longitude,coordinate_text,coordinate_system,source_file,page,evidence_snippet,duplicate_of,status,similar_names
Goa Gajah,,,,,data/google-drive-pdfs/WaterRiceEarlyJavaBali.pdf,20,"official called makaser (Modern Balinese pakmek), had begun to appear in connection with the distribution of water: (V .b.4) ... In addition, (5) the community council of Baturan follows the makaser of Air Gajah (modern Goa Gajah), receiving from Pujung Ngaji [water] to a measure of 2 kilan (about 40 cm), [with] 10 kilan going to Air Gajah, [and] 8 kilan going to the makaser ... In this case, it appears that the whole of the community of Baturan",Goa Gajah,duplicate,
Leang Sarru,,,,,data/google-drive-pdfs/Xhauflairetal2023.pdf,11,"ivite´ s qui vont au-dela` de la fabrication de couteaux et de ﬂe ` ches de bambou. Parmi celles-ci, on note le fendage de plantes rigides et la fabrication de cordes ou de paniers. Ces re´ sultats trouvent un e´ cho a` Leang Sarru, Sulawesi (Indone´ sie) ou` des re´ sidus de bananiers pre´ sents sur des arte´ facts lithiques datant de 35 000 a` 22 000 ans ont e´ te´ interpre´ te´ s comme lie´ s a` un usage technologique du bananier par Fuentes et",Leang Sarru,duplicate,
Liang Bua,,,,,data/google-drive-pdfs/Xhauflairetal2023.pdf,11,"es re´ sidus de bananiers pre´ sents sur des arte´ facts lithiques datant de 35 000 a` 22 000 ans ont e´ te´ interpre´ te´ s comme lie´ s a` un usage technologique du bananier par Fuentes et ses colle` gues (2019) et a` Liang Bua, Flore` s (Indone´ sie) ou` Hayes et ses colle` gues interpre` tent les polis ve´ ge´ taux de monocotyle´ dones observe´ s sur des outils en pierre datant de 18 000 ans comme des indications du travail des ﬁbres (Hayes",Liang Bua,duplicate,
Liang Bua,,,,,data/google-drive-pdfs/Xhauflairetal2023.pdf,25,"p://dx.doi.org/10.1016/ j.quaint.2011.07.048. Hayes, E., Fullagar, R., Kamminga, J., Prinsloo, L.C., Bordes, L., Sutikna, T., Tocheri, M.W., Wahyu Saptomo, E., Jatmiko, Roberts, R.G., 2021. Use-polished stone ﬂakes from Liang Bua, Indonesia: Implications for plant processing and ﬁbrecraft in the Late Pleistocene. Journal of Archaeological Science 40 (part A), 103199, http://dx.doi.org/10.1016/j.jasrep.2021.103199. Hayes, E.H., Cnuts, D., Lepers,",Liang Bua,duplicate,
Liang Bua,,,,,data/google-drive-pdfs/Xhauflairetal2023.pdf,29,"rg/10.1126/sci- ence.1193130. Sutikna, T., Tocheri, M.W., Faith, J.T., Jatmiko, Due Awe, R., Meijer, H.J.M., Wahyu Saptomo, E., Roberts, R.G., 2018. The spatio- temporal distribution of archaeological and faunal ﬁnds at Liang Bua (Flores, Indonesia) in light of the revised chronology for Homo ﬂoresiensis . Journal of Human Evolution 124, 52–74 , http://dx.doi.org/10.1016/j.jhevol.2018.07.001. Szabo´ , K., Brumm, A., Bellwood, P., 2007. Shell Art",Liang Bua,duplicate,
Liang Bua,,,,,data/google-drive-pdfs/Yomokho_Sentani_Papua.pdf,8,"Naditira Widya Vol. 6 No. 1/2012- Balai Arkeologi Banjarmasin 34 Situs Yomokho di Distrik Sentani Timur, Kapubaten Jayapura 27-34 Referensi Atmosudiro, Sumijati. 1994. Gerabah prasejarah di Liang Bua, Melolo, dan Lewoleba: tinjauan teknik dan fungsinya. Disertasi . Yogyakarta: Universitas Gadjah Mada. ___________, 1998. Manfaat kajian gerabah masa lalu bagi pengembangan kerajinan tembikar sebagai penunjang pariwisat",Liang Bua,duplicate,
Liang Bua,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,26,"units and the rhinoceros’ tooth enamel yielded dates of ca.709 ka (Ingicco et al., 2018). A second milestone in the research of early hominin dispersal through ISEA was the discovery of the tools of Homo floresiensis in Liang Bua ( Flores) in the early 2000s (Brown et al., 2004; Morwood and Oosterzee, 2007). The remains of Homo floresiensis at Liang Bua have generated a great deal of dispute regarding their phylogenetic affinities (Gordon et al.",Liang Bua,duplicate,
Liang Lemdubu,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,29,"ted from a layer with rich cultural deposits (Piper and Rabett, 2014), providing remarkable data to assess AMH subsistence. The earliest evidence of a deliberate human burial, and the best described specimen, comes from Liang Lemdubu in Aru Island, dated to the LGM (ca.16-18 ka), which was part of Sahul (connected to New Guinea) at the time this individual was living. The ‘Lemdubu Woman’ comprises a secondary burial, as suggested by disarticulation",Liang Lemdubu,duplicate,
Liang Toge,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,29,"presented. The individual from Liang Lemdubu shows morphological affinities with other Sahul specimens, while showing dissimilarities to the later individuals from Flores, especially when compared to the individual from Liang Toge, described below. The only human remains dated to the Late Pleistocene so far known from the Wallacean islands are the three individuals documented in Tron Bon Lei (Alor, Indonesia). As described in chapters 3 and 7 and",Liang Toge,duplicate,
Liang Toge,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,30,"one of the earliest examples of burial practices in the Wallacean islands. Several AMH remains dated to the Holocene have been documented in Flores. In the 1950s, Verhoeven excavated twelve individuals from the sites of Liang Toge, Liang Momer, Liang Panas, Gua Alo, Liang X and Aimere (Van der Plas, 2007) . The human remains from Flores show a decrease in stature and tooth size among the different individuals, with Liang Momer and Liang Panas ind",Liang Toge,duplicate,
Liang Momer,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,30,"arliest examples of burial practices in the Wallacean islands. Several AMH remains dated to the Holocene have been documented in Flores. In the 1950s, Verhoeven excavated twelve individuals from the sites of Liang Toge, Liang Momer, Liang Panas, Gua Alo, Liang X and Aimere (Van der Plas, 2007) . The human remains from Flores show a decrease in stature and tooth size among the different individuals, with Liang Momer and Liang Panas individuals bein",Liang Momer,duplicate,
Liang Panas,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,30,"les of burial practices in the Wallacean islands. Several AMH remains dated to the Holocene have been documented in Flores. In the 1950s, Verhoeven excavated twelve individuals from the sites of Liang Toge, Liang Momer, Liang Panas, Gua Alo, Liang X and Aimere (Van der Plas, 2007) . The human remains from Flores show a decrease in stature and tooth size among the different individuals, with Liang Momer and Liang Panas individuals being taller (by",Liang Panas,duplicate,
Gua Alo,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,30,"practices in the Wallacean islands. Several AMH remains dated to the Holocene have been documented in Flores. In the 1950s, Verhoeven excavated twelve individuals from the sites of Liang Toge, Liang Momer, Liang Panas, Gua Alo, Liang X and Aimere (Van der Plas, 2007) . The human remains from Flores show a decrease in stature and tooth size among the different individuals, with Liang Momer and Liang Panas individuals being taller (by almost 10",Gua Alo,duplicate,
Goa Braholo,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,33,"ka onwards, coinciding with the appearance of shell and bone artefacts (Morwood et al., 2008; Szabo and Amesbury, 2011). A similar trend is observed in other caves of southeastern Java, such as Song Terus, Son Keplek or Goa Braholo (Ingicco, 2012; Semah and Semah, 2012; Piper and Rabett, 2014). In Goa Braholo, the vast amount of bovid and cervid remains from the earlier cave deposits (c a. 26 ka cal BP) is replaced by an overwhelming presence of a",Goa Braholo,duplicate,
Goa Braholo,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,34,"vironmen ts. The environmental changes brought by the LGM coincide with changes in human subsistence strategies, which shifted to the acquisition of smaller size species (Song Gupuh), a higher diversity of prey species (Goa Braholo) or changes in the marine envir onments exploited (Niah Cave and Bubog sites). The diversity of subsistence strategies documented suggests that AMH adaptations were flexible and highly adapted to the resources available",Goa Braholo,duplicate,
Leang Burung,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,35,"rchaeological and paleoanthropological research (figure 2.3). Besides the potential early hominin presence in Sulawesi, the two Pleistocene sequences from South-West Sulawesi documented hitherto derive from the sites of Leang Burung 2 and Leang Sakapao 1, dated to ca. 35(30)-20 ka cal BP. The basal deposits from Leang Burung 2 yielded few (49) stone artefacts and a faunal assemblage dominated by babirusa and two species of pygmy water buffalo, asso",Leang Burung,duplicate,
Leang Sakapao,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,35,"aleoanthropological research (figure 2.3). Besides the potential early hominin presence in Sulawesi, the two Pleistocene sequences from South-West Sulawesi documented hitherto derive from the sites of Leang Burung 2 and Leang Sakapao 1, dated to ca. 35(30)-20 ka cal BP. The basal deposits from Leang Burung 2 yielded few (49) stone artefacts and a faunal assemblage dominated by babirusa and two species of pygmy water buffalo, associated with forest e",Leang Sakapao,duplicate,
Leang Bulu Bettue,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,35,"the faunal composition, now dominated by Sus celebensis , denoting secondary forest and Figure 2.3. Map showing the location of the archaeological sites mentioned in section 2.4. 1: Lean Burung 2; 2: Leang Sakapao 1; 3: Leang Bulu Bettue; 4: Leang Sarru; 5: Liang Bua; 6: Laili; 7: Uai Bobo 2; 8: Matja Kuru 2; 9: Jerimalai; 10: Lene Hara; 11: Here Sorot Entapa; 12: Tron Bon Lei",Leang Bulu Bettue,duplicate,
Leang Sarru,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,35,", now dominated by Sus celebensis , denoting secondary forest and Figure 2.3. Map showing the location of the archaeological sites mentioned in section 2.4. 1: Lean Burung 2; 2: Leang Sakapao 1; 3: Leang Bulu Bettue; 4: Leang Sarru; 5: Liang Bua; 6: Laili; 7: Uai Bobo 2; 8: Matja Kuru 2; 9: Jerimalai; 10: Lene Hara; 11: Here Sorot Entapa; 12: Tron Bon Lei",Leang Sarru,duplicate,
Liang Bua,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,35,"by Sus celebensis , denoting secondary forest and Figure 2.3. Map showing the location of the archaeological sites mentioned in section 2.4. 1: Lean Burung 2; 2: Leang Sakapao 1; 3: Leang Bulu Bettue; 4: Leang Sarru; 5: Liang Bua; 6: Laili; 7: Uai Bobo 2; 8: Matja Kuru 2; 9: Jerimalai; 10: Lene Hara; 11: Here Sorot Entapa; 12: Tron Bon Lei",Liang Bua,duplicate,
Leang Sakapao,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,36,"22 relatively open habitats (Glover, 1981; O’Connor and Bulbeck, 2014) . Leang Sakapao 1 assemblages are characterised by the presence of marine and freshwater shells, stone artefacts and some faunal remains, including pig (Bulbeck et al., 2004; O’Connor and Bulbeck, 2014). Both sites seem to be abandoned",Leang Sakapao,duplicate,
Leang Bulu Bettue,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,36,"e of rock art from outside Europe. Several sites from the Maros-Pangkep karsts in the southwest of the island contain examples of rock art, which have been recently dated to ca. 40 ka (Aubert et al., 2014). Additionaly, Leang Bulu Bettue (ca. 30-22 ka) in the same karst area, produced Late Pleistocene deposits containing portable art and ornaments and evidence of pigment processing (Brumm et al., 2017) In the Talaud Islands, situated between Mindanao an",Leang Bulu Bettue,duplicate,
Leang Sarru,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,36,"same karst area, produced Late Pleistocene deposits containing portable art and ornaments and evidence of pigment processing (Brumm et al., 2017) In the Talaud Islands, situated between Mindanao and North Sulawesi, the Leang Sarru rock shelter dates to the Late Pleistocene (Tanudirjo, 2001) . Three occupational phases were documented, with the most intense occupation dated to the LGM (21 -17 ka BP). The faunal assemblages dated from the Late Plei",Leang Sarru,duplicate,
Liang Bua,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,36,"osits in Flores seems to have been eclipsed by the discovery of Homo floresiensis and the ongoing efforts to obtain a reliable date for the arrival of AMH to the island. New stratigraphic and chronological evidence from Liang Bua, the type locality for H. floresiensis, suggest that Homo sapiens arrived in Flores by c a. 46 ka (Sutikna et al., 2016, 2018). The fauna assemblage from Liang Bua has been characterised by the distinctive presence of f",Liang Bua,duplicate,
Liang Bua,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,37,"bat) remains, followed by frogs, birds and, only in unit 6 ( ca. 18-13 ka), stegodon remains, with no evidence of introduced large mammals (Sutikna et al., 2018). However, until taphonomic analyses are available for the Liang Bua assemblages, any interpretations regarding AMH subsistence strategies based on these assemblages needs to be prudential. Since the beginning of new excavations in Timor-Leste in 2000, a number of sites dating back from",Liang Bua,duplicate,
Lene Hara Cave,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,40,"a deposit preserved under a speleothem column in the cave, and which contained cultural materials including shell, bone and stone artefacts dated to c.a 42.5 ka cal BP (O’Connor et al., 2010). The cultural material from Lene Hara Cave includes pottery, stone artefacts, shell artefacts and bones. The faunal assemblage from Lene Hara is described as including marine shellfish with occasional marine turtles and fish, and smaller terrestrial contribution",Lene Hara Cave,duplicate,
Leang Sarru,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,162,"ion is documented. After this time, the site was unoccupied until between 10-8 ka (Tanudirjo, 2001; Ono et al., 2009; O’Connor et al., 2017b) . Some hypotheses have been put forward to explain the occupation patterns in Leang Sarru: an initial occupation as a result of short opportunistic visits or a single settlement that was unsuccessful, and thereafter, the island remained unoccupied until 22 ka, when lower sea levels increased the size of the",Leang Sarru,duplicate,
Liang Bua Homo,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,176,"mestead Cave Ichthyofauna. Journal of Taphonomy 4, 69–95. Brown, P., 2012. LB1 and LB6 Homo floresiensis are not modern human ( Homo sapiens) cretins. Journal of Human Evolution 62, 201-224. Brown, P., Maeda, T., 2 009. Liang Bua Homo floresiensis mandibles and mandibular teeth: a contribution to the comparative morphology of a new hominin species. Journal of Human Evolution 57, 571–596. Brown, P., Sutikna, T., Morwood, M.J., Soejono, R.P., Jatmiko,",Liang Bua Homo,duplicate,
Liang Lembudu,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,177,", Li, B., Roberts, R.G., Saptomo, E.W., Perston, Y., Grün, R., 2017. Early human symbolic behavio r in the Late Pleistocene of Wallacea. PNAS 114, 4105–4110. Bulbeck, D., 2006. The Last Glacial Maximum human burial from Liang Lembudu in Northern Sahulland, in: O’Connor, S., Spriggs, M., Veth, P. (Eds.), The Archaeology of the Aru Islands, Eastern Indonesia, ANU E Press, Canberra. Terra Australis 22, pp. 255–294. Bulbeck, D., Sumantri, I., Hiscock, P",Liang Lembudu,duplicate,
Leang Sakapao,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,177,"ern Sahulland, in: O’Connor, S., Spriggs, M., Veth, P. (Eds.), The Archaeology of the Aru Islands, Eastern Indonesia, ANU E Press, Canberra. Terra Australis 22, pp. 255–294. Bulbeck, D., Sumantri, I., Hiscock, P., 2004. Leang Sakapao 1, a second dated Pleistocene site from South Sulawesi, Indonesia. Modern Quaternary Research in SE Asia 18, 111–128. Butler, V.L., 1994. Fish feeding behaviour and fish capture: the case for variation in Lapita fishing",Leang Sakapao,duplicate,
Leang Burung,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,179,", T., Kondo, M., Matsu’ura, S., Suwa, G., Kaifu, Y., 2016 . Advanced maritime adaptation in the western Pacific coastal region extends back to 35,000-30,000 years before present. PNAS 113, 11184–11189. Glover, I., 1981. Leang Burung 2: an Upper Palaeolithic rock shelter in south Sulawesi, Indonesia. Modern Quaternary Research in SE Asia 6, 1–38. Glover, I., 1986. Archaeology in East Timor, 1966-67. Department of Prehistory, Research School of Pacif",Leang Burung,duplicate,
Lene Hara Cave,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,184,"., Jordan, P., Zvelebil, M. (Eds.), The Oxford Handbook of the Archaeology and Anthropology of Hunter-Gatherers. Oxford University Press, Oxford, pp. 346–367. O’Connor, S., Veth, P., 2005. Early Holocene fish hooks from Lene Hara Cave, East Timor establish complex fishing te chnology was in use in Island South East Asia five thousand years before Austronesian settlement. Antiquity 79, 249–256. O’Connor, S., Spriggs, M., Veth, P., 2002a. Excavation at",Lene Hara Cave,duplicate,
Leang Sarru,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,185,"any, M. (Ed.), Applied Studies of Coastal and Marine Environments. pp. 389–426. Ono, R., Soegondho, S., Yoneda, M., 2009. Changing marine exploitation during the late Pleistocene in Northern Wallacea: Shell remains from Leang Sarru rockshelter in Talaud Islands. Asian Perspectives 48, 318–341. Pawlik, A.F., Piper, P.J., Faylona, M.G.P.G., Padilla, S.G., Carlos, J., Mijares, A.S.B., Vallejo, B., Reyes, M., Amano, N., Ingicco, T., Porr, M., 2014a. A",Leang Sarru,duplicate,
Lene Hara Cave,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,185,"171 O’Connor, S., Barham, A., Spriggs, M., Veth, P., Aplin, K., St Pierre, E., 2010. Cave archaeology and sampling issues in the tropics: a case study from Lene Hara Cave, a 42,000 year old occupation site in East Timor, island southeast Asia. Australian Archaeology 71, 29–40. O’Connor, S., Ono, R., Clarkson, C., 2011. Pelagic fishing at 42,000 years before the present and the maritime s",Lene Hara Cave,duplicate,
Liang Bua,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,188,"o, J.-X., Storey, M., Alloway, B.V., Morley, M.W., Meijer, H.J.M., Van den Bergh, G.D., Grün, R., Dosseto, A., Brumm, A., Jun gers, W.L., Roberts, R.G., 2016. Revised stratigraphy and chronology for Homo floresiensis at Liang Bua in Indonesia. Nature 532, 366 – 369. Sutikna, T., Tocheri, M.W., Tyler Faith, J., Jatmiko, Due Awe, R., Meijer, H.J.M., Saptomo, E.W., Roberts, R.G., 2018. The spatio-temporal distribution of archaeological and faunal f",Liang Bua,duplicate,
Liang Bua,,,,,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,189,"ation of Sulawesi, Indonesia. Nature 529, 208–211. Van den Bergh, G.D., Meijer, H.J.M., Due Awe, R., Morwood, M.J., Szabo, K., Van den Hoek Ostende, L.W., Sutikna, T., Saptomo, E.W., Piper, P.J., Dobney, K.M., 2009. The Liang Bua faunal remains: a 95k. yr. sequence from Flores, East Indonesia. Journal of Human Evolution 57, 527–537. Van der Kaars, S., Dam, R., 1997. Vegetation and climate change in West Java, Indonesia during the last 135,000 ye",Liang Bua,duplicate,
Leang Batti,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",1,"16-1419 E-ISSN : 2548-7132 Volume 40 No. 2, November 2020, 195-218 DOI: 10.30883/jba.v40i2.585 https://berkalaarkeologi.kemdikbud.go.id 195 Development of Stone Flake Artifact Technology in the Early Half of Holocene at Leang Batti, South Sulawesi (Suryatman, Fakhri, Ratno Sardi, Budianto Hakim) DEVELOPMENT OF STONE FLAKE ARTIFACT TECHNOLOGY IN THE EARLY HALF OF HOLOCENE AT LEANG BATTI, SOUTH SULAWESI PERKEMBANGAN TEKNOLOGI ARTEFAK SERPIH BATU PAD",Leang Batti,duplicate,
Leang Sarru,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",2,"ol, while at the same time other islands inhabitant such as the Tron Bon Lei Site in Alor (Maloney et al., 2018; Samper Carro et al., 2016), Site Jeremalai in East Timor (Marwick et al., 2016; O'Connor et al., 2011) and Leang Sarru in Talaud (Ono et al., 2015; Tanudirjo, 2005)), were only produce monotonous and simple flake tool technology. Maros point technology with jagged feature of bifacial retouched and proximal winged has been present in thi",Leang Sarru,duplicate,
Leang Batti,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",3,"Development of Stone Flake Artifact Technology in the Early Half of Holocene 197at Leang Batti, South Sulawesi ; (Suryatman, Fakhri, Ratno Sardi, Budianto Hakim) introduction of backed artifacts technology by the migration of Austronesian speakers arrived in South Sulawesi. Toalean technology is known as a prehis",Leang Batti,duplicate,
Leang Jarie,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",3,"d to their knowledge of symbolic art which culminated in the Late Pleistocene and probably disappeared in the Holocene. There is no evidence of rock art preparation associated to the 8000- 7000 cal. BP cultural layer at Leang Jarie, although the rock art from this site are existed since the Late Pleistocene (Hakim et al., 2019; Suryatman et al., 2019). The age of the youngest red images was only 18 -17 thousand calBP at the Leang Lompoa Site (Aube",Leang Jarie,duplicate,
Leang Burung,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",3,"unclear and rarely reported. Therefore, the explanation of how the cultural process from before to the early development of the Toalean techno -complex in the prehistoric cave area is still questionable. Research at the Leang Burung 2 Site has produced a terminal Pleistocene chronology, but the exposed cultural layers are difficult to explained because of overlaping with the Late Pleistocene layers (Brumm et al., 2018). One of the sites with cultur",Leang Burung,duplicate,
Leang Batti,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",5,"Development of Stone Flake Artifact Technology in the Early Half of Holocene 199at Leang Batti, South Sulawesi ; (Suryatman, Fakhri, Ratno Sardi, Budianto Hakim) RESEARCH RESULTS Description, Stratigraphy and Cultural Layers The Leang Batti site is one of the prehistoric caves that have been discovered and resear",Leang Batti,duplicate,
Leang Batti Site,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",5,"8"" (East Longitude) with an altitude of 349 meters above sea level. This site can be reached after 4 to 5 hours of walk from the residential area through gardens, forests and rivers. Figure 1. Map of the Location of the Leang Batti Site and Several Other Sites in the Karst Rocks of the Tonasa Formation (Source: Geologic map of the Pangkejene and Western part of Watampone Quadrangles, Sulawesi, 1: 250,000, by Rab Sukamto. 1982; Geologic Map of the Ujung",Leang Batti Site,duplicate,
Leang Batti Site,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",6,"had currently been damaged. The red figurative depictions show the same shape as rock arts from several Late Pleistocene sites in the Maros-Pangkep Region. Figure 2. The Excavation Box Grid Plan From 2010 To 2018 At The Leang Batti Site (Source: Hakim, 2011; Fakhri et al., 2018) Excavation at the Leang Batti Site ha ve been carried out since 2010 by opening the U1T2 and U2T2 boxes and continued in 2011 by opening S1T1 box. Excavation was again carried",Leang Batti Site,duplicate,
Leang Batti,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",7,"Development of Stone Flake Artifact Technology in the Early Half of Holocene 201at Leang Batti, South Sulawesi ; (Suryatman, Fakhri, Ratno Sardi, Budianto Hakim) types of bone remain are from large mammals, namely anoa (Bubalus sp.) and pigs (Sus), showing similarities to the types of animal rock arts on cave wal",Leang Batti,duplicate,
Leang Bulu Bettue,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",7,"namely rats and bats (Fakhri et al., 2018). There is no indication of findings related to the rock arts drawing activity such as ochre pigment and pigment spray tool from bone, as found in the Late Pleistocene layer at Leang Bulu Bettue (Brumm et al., 2017).",Leang Bulu Bettue,duplicate,
Leang Batti Site,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",8,"light intensity (Figures 3 and 4). Stone artifacts began to emerge abundantly at this layer and there was no more pottery. Figure 4. The Stratigraphy of The Excavation Box and The Position Of The 2018 Data Sample At The Leang Batti Site (Source: Fakhri et. Al., 2018) The third layer is soil layer 4a in U1B1 and 4b in S7T1, S7B1 and S7B2. Layers 4a and 4b have the same texture, namely loamy sand but with slightly different colors between the two dues to",Leang Batti Site,duplicate,
Leang Batti,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",9,"Development of Stone Flake Artifact Technology in the Early Half of Holocene 203at Leang Batti, South Sulawesi ; (Suryatman, Fakhri, Ratno Sardi, Budianto Hakim) bottom with a clay texture. Perhaps erosion on the edge of the cave has occurred so that several sterile layers have entered to cover the layers of cult",Leang Batti,duplicate,
Leang Batti Site,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",9,"m this layer is an indicator of the lowest limit of age not less than 3500 calBP. This limitation is based on data samples from the oldest pottery dating at the Mallawa Site, one of the open neolithic sites close to the Leang Batti Site (Simanjuntak, 2015).",Leang Batti Site,duplicate,
Leang Batti Site,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",10,"seen in the flake tools, which were more common during the Middle Holocene compared to the Early Holocene. Table 1. Number and Percentage of Stone Artifact Classification Results from Early and Middle Holocene Phases at Leang Batti Site Category Collection Subcollection Phase Early Holocene Middle Holocene Count % Count % Flaked Artifacts Complete flake 159 21.90 137 21.08 Core 12 1.65 5 0.77 Debris 424 58.40 419 64.46 Flake fragment Proximal (LL) 3 0.",Leang Batti Site,duplicate,
Leang Batti,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",11,"Development of Stone Flake Artifact Technology in the Early Half of Holocene 205at Leang Batti, South Sulawesi ; (Suryatman, Fakhri, Ratno Sardi, Budianto Hakim) fragment and debris (Figure 6). Volcanic material tends to be higher in the Early Holocene and decreased in the Middle Holocene. Otherwise, chert materi",Leang Batti,duplicate,
Leang Batti Site,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",12,". Scatterplot diagram of the width and thickness of the Striking Platform flakes for each phase B). (Source: Suryatman, et al., 2020). Figure 8. Comparison of The Total Length of The Flake Tool Type in Each Phase of The Leang Batti Site. (Source: Suryatman, et al., 2020). The type of flake tool during the Early Holocene period was very monotonous, such as only a total of 11 pieces of retouched scraper, while the unretouched were 16 pieces (Figure 8). T",Leang Batti Site,duplicate,
Leang Batti,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",13,"Development of Stone Flake Artifact Technology in the Early Half of Holocene 207at Leang Batti, South Sulawesi ; (Suryatman, Fakhri, Ratno Sardi, Budianto Hakim) produced are tend to be irregular and show s no flake indication from the blade reduction pattern (Figure 9F-K). Figure 9. Flake Tools from The Early To",Leang Batti,duplicate,
Leang Burung,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",14,"found mainly in the open sites of Walennae Cabbenge valley (Alink et al., 2017; Suryatman et al., 2016). The core comes from the Early Holocene layer using pebblestone. Core with similar technology have been reported in Leang Burung 2 Cave, dated to more than 50,000 calBP, and overlap to the Late Pleistocene layer (Brumm et al., 2018). It is s till difficult to interpret if there is a cultural connection between the early human inhabitants of the W",Leang Burung,duplicate,
Leang Batti,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",14,"ore than 50,000 calBP, and overlap to the Late Pleistocene layer (Brumm et al., 2018). It is s till difficult to interpret if there is a cultural connection between the early human inhabitants of the Walennae valley and Leang Batti.",Leang Batti,duplicate,
Leang Batti,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",15,"Development of Stone Flake Artifact Technology in the Early Half of Holocene 209at Leang Batti, South Sulawesi ; (Suryatman, Fakhri, Ratno Sardi, Budianto Hakim) Figure 10. Bar Chart and Box Plot Comparison of The Number and Size Of The Maximum Length of The Stone Core of The Two Phases of Occupancy (A) Diagram o",Leang Batti,duplicate,
