label,category,start_date,end_date,source_file,page,evidence_snippet
Paleolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",52,"rojects (e.g., Ucko 1977 ; Rosenfeld 1985 ). Rock art has recently been central to some of the greatest professional and ethical management conundrums of our time. At Foz C ô a (Portugal) and Siega Verde (Spain) outdoor Paleolithic rock art was saved from the construction of a dam by an international campaign and subsequent World Heritage listing ( www.arte - coa.pt , accessed March 2012). The discovery of open - air Paleolithic art created quite"
Paleolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",52,"de (Spain) outdoor Paleolithic rock art was saved from the construction of a dam by an international campaign and subsequent World Heritage listing ( www.arte - coa.pt , accessed March 2012). The discovery of open - air Paleolithic art created quite a stir, and a range of techniques was used to validate the assessment of this art ’ s signiﬁ cance; conversely, science was invoked to contradict the conclusions that were initially founded on stylisti"
Megalithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",55,"t in its landscape context is explicitly explored here in a number of chapters: in ceremonial arenas in the Caribbean; in a range of topographic settings in the Andes; and positioned for viewing by a limited audience in megalithic Europe. Some of these studies demonstrate varying degrees of formal trait analysis, while others are more concerned with phenomenological approaches ( sensu Tilley 1994 ). Iain Davidson (Chapter 4 ) explores differences"
Late Pleistocene,geological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",55,"Some of these studies demonstrate varying degrees of formal trait analysis, while others are more concerned with phenomenological approaches ( sensu Tilley 1994 ). Iain Davidson (Chapter 4 ) explores differences between late Pleistocene rock art from western Europe and the east Mediterranean. By examining assemblage variability in detail and exploring robust and plausible modeling, he concludes that ideological differences are at center stage. Variatio"
Pleistocene,geological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",55,"eme, and the relation- ships amongst these, and in the positioning of images within sites, indicate patterning in the rock art from these two regions which overall reﬂ ects the emergence of differ- ent ideologies in the Pleistocene at either end of the Mediterranean."
Prehistoric,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",56,"drums and their decoration in Siberia) from locales where the ethnographic context allows this kind of interpretation. Andrzej Rozwadowski (Chapter 26 ) looks at how Siberian shamanism, as practiced today, has mobilized prehistoric rock art. Siberian ethnography is used in mid - range theory to predict for trance groups and human – animal juxtapositions with a description of how shamanic rock art can be mobilized into indigenous and national ident"
Pleistocene,geological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",57,"meaning is critiqued by Oscar Moro Abad í a and Manuel R. Gonz á les Morales (Chapter 15 ). These authors argue persuasively that, although we brought unbridled biases to understandings of “ deep - time ” assemblages of Pleistocene art during the twentieth century, these can be overcome by adopting an explicitly reﬂ exive approach. Hermeneutics does not aspire to a set of mechanically applied rules for the interpretation of Pleistocene rock art im"
Pleistocene,geological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",57,"emblages of Pleistocene art during the twentieth century, these can be overcome by adopting an explicitly reﬂ exive approach. Hermeneutics does not aspire to a set of mechanically applied rules for the interpretation of Pleistocene rock art images, but rather a hermeneutic approach seeks to analyze under what conditions an understanding of such images is possible. The main objective of this approach is to ensure that rock art researchers are fully"
Pleistocene,geological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",57,"ing of such images is possible. The main objective of this approach is to ensure that rock art researchers are fully aware of prejudices governing their inter- pretations. No single meaning can be accorded to the myriad Pleistocene rock art images, but a diversity of meanings can be inferred depending on context (Conkey 1987 :414 – 415). Formal m ethods, s tyle, a esthetics, and c ontext Formal methods are given new life through pattern recognitio"
Pleistocene,geological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",57,"some of the diversity in North American rock art traditions. Tratebas ’ s experimental work with varnish microlamina- tion (VML) has demonstrated that the earliest and more recent phases of Early Hunting art date to the Pleistocene (Tratebas 2010 ; and see David S. Whitley in Chapter 34 of this volume). This, combined with late Pleistocene portable rock art at the Gault site in Texas, along with burgeoning cases for Pleistocene occupation and rock"
Late Pleistocene,geological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",57,"microlamina- tion (VML) has demonstrated that the earliest and more recent phases of Early Hunting art date to the Pleistocene (Tratebas 2010 ; and see David S. Whitley in Chapter 34 of this volume). This, combined with late Pleistocene portable rock art at the Gault site in Texas, along with burgeoning cases for Pleistocene occupation and rock art production in South America, may well extend the accepted dates for migration into the Americas. Given th"
Pleistocene,geological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",57,"ing art date to the Pleistocene (Tratebas 2010 ; and see David S. Whitley in Chapter 34 of this volume). This, combined with late Pleistocene portable rock art at the Gault site in Texas, along with burgeoning cases for Pleistocene occupation and rock art production in South America, may well extend the accepted dates for migration into the Americas. Given that new and early dates for rock art are now being obtained, rock art is thus implicated as"
Historic,historical,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",58,"O MCDONALD AND PETER VETH Aesthetics and the classiﬁ cation of “ markings ” as rock art are tackled by Thomas Heyd (Chapter 16 ), who reviews and builds on previous critiques. Undeterred by the perceived legacy of art - historic approaches, he makes the case that post - Enlightenment taxa do not extinguish the capacity of cognitively modern humans to deploy the aesthetics of art – even if over vast periods of time – and obviously in cross - cul"
Paleolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",58,"humans to deploy the aesthetics of art – even if over vast periods of time – and obviously in cross - cultural contexts. He notes the relevance of aesthetics in dialogues about com- positional art as diverse as that of Paleolithic Europe, South Africa, and the Lower Pecos in Texas. Informed a pproaches Informed approaches can provide the inspiration for unique modeling with these insights, combined with mid - range theory, arguably going beyond a"
Megalithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",59,"); the land - based grammars for the seascapes of Torres Strait and the broader Paciﬁ c (Ian J. McNiven and Liam M. Brady in Chapter 5 ); the stylistic continuities seen across the Atlantic and Mediterranean seaboard in megalithic art (George Nash in Chapter 8 ), and throughout Melanesia (Christophe Sand in Chapter 10 ), as compared to the stylistic diversity found in India (James Blinkhorn et al. in Chapter 11 ); the nexus between North American"
Paleolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",60,14 ). The excitement evinced by Gero and Conkey (1991) in their application of explicitly feminist theory to archaeological practice is still palpable amongst these authors. And the boundaries are pushed well beyond the Paleolithic view that “ all rock art was produced by men for men ” to questions such as: to what extent and in what context did woman create rock art? What can be learnt about gendered lives and worldviews from rock art? What diffe
Paleolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",63,"s, relighting, and enhancement of surfaces. These methods are described by Mark Mudge, Carla Schroer, Tommy Noble, Neffra Mat- thews, Szymon Rusinkiewicz, and Corey Toler - Franklin (Chapter 36 ) with examples from deep Paleolithic caves in France, and on specimens in the laboratory. Impor- tantly, spatial meta - data are saved to archival highest standard, meaning that this recorded information can be preserved indeﬁ nitely. This volume concludes"
Palaeolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",64,"al Contacts with Australia . P. Veth , M. Neale , and P. Sutton , eds. Pp. 148 – 164 . Can- berra : National Museum of Australia . Conkey , M.W. , 1987 New Approaches in the Search for Meaning? A Review of Research in “ Palaeolithic Art. ” Journal of Field Archaeology 14 : 413 – 430 . Conkey , M.W. , Soffer , O. , Stratmann , D. , and Jablonski , N.G. , eds., 1997 Beyond Art: Pleistocene Image and Symbol . Berkeley : California Academy of Sciences/"
Pleistocene,geological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",64,"roaches in the Search for Meaning? A Review of Research in “ Palaeolithic Art. ” Journal of Field Archaeology 14 : 413 – 430 . Conkey , M.W. , Soffer , O. , Stratmann , D. , and Jablonski , N.G. , eds., 1997 Beyond Art: Pleistocene Image and Symbol . Berkeley : California Academy of Sciences/University of California Press . David , B. , and Thomas , J. , eds., 2009 Handbook of Landscape Archaeology . Walnut Creek, CA : Left Coast Press . David , B"
Late Pleistocene,geological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",64,"Smith , L. , 2010 Ethics or Social Justice? Heritage and the Politics of Recognition . Australian Aboriginal Studies 2 : 60 – 68 . Tilley , C. , 1994 The Phenomenology of Landscape . Oxford : Berg . Tratebas , A. , 2010 Late Pleistocene Rock Art Traditions on the North American Plains . Paper Presented at the IFRAO 2010 Pleistocene Art of the World Conference in September 2010 at Ariege, France. http://www.ifraoariege2010.fr/colloques.html , accessed J"
Pleistocene,geological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",64,"iginal Studies 2 : 60 – 68 . Tilley , C. , 1994 The Phenomenology of Landscape . Oxford : Berg . Tratebas , A. , 2010 Late Pleistocene Rock Art Traditions on the North American Plains . Paper Presented at the IFRAO 2010 Pleistocene Art of the World Conference in September 2010 at Ariege, France. http://www.ifraoariege2010.fr/colloques.html , accessed July 2011. Ucko , P.J. , ed., 1977 Form in Indigenous Art: Schematisation in the Art of Aboriginal"
Prehistoric,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",64,"ld Conference in September 2010 at Ariege, France. http://www.ifraoariege2010.fr/colloques.html , accessed July 2011. Ucko , P.J. , ed., 1977 Form in Indigenous Art: Schematisation in the Art of Aboriginal Australia and Prehistoric Europe . London : G. Duckworth and Co. Ltd . Veth , P.M. , Stern , N. , McDonald , J. , Balme , J. , and Davidson , I. , 2011 The Role of Infor- mation Exchange in the Colonization of Sahul . In Information and its Role"
Upper Paleolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",66,"ess, a controversial feature of shamanism, are considered from phenomenological and neurological points of view. The social role of rock art in shamanistic communities is also considered. Case studies from west European Upper Paleolithic cave art, Southern African San (Bushman) rock art, and North Ameri- can rock art illustrate the theoretical and methodological points made. Researchers sometimes speak, often emotionally, of a shamanistic approach to ro"
Neolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",72,"ROCK ART AND SHAMANISM 2 3 Neolithic tombs may well derive from the vortex that experientially leads into stage - three hallucinations (Dronﬁ eld 1996 ; Lewis - Williams and Pearce 2005 : 260 – 269). Following Reichel - Dolmatoff ’ s work, researchers have"
Upper Palaeolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",72,"ichel - Dolmatoff ’ s work, researchers have identiﬁ ed entoptic forms in North American (e.g., Hedges 1992 ), Siberian (e.g., Rozwadowski 2004 ), Southern African (e.g., Lewis - Williams 1996 ), and Franco - Cantabrian Upper Palaeolithic rock art (e.g., Lewis - Williams and Dowson 1988 ; and, in more reﬁ ned form, Lewis - Williams 2002 ). Another San example depends not on stage - one geometrics but on stage - three somatic experiences: the elongation o"
Upper Paleolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",77,"search- ers are faced with the problems and limitations of analogic reasoning. At the end of the nineteenth century, Salomon Reinach (1899) established the use of analogy by citing Australian ethnography in reference to Upper Paleolithic art. Today, the use of analogy is more sophisticated. In a seminal article, Alison Wylie (1988) has distinguished between “ simple ” analogies and those that depend upon “ relations of relevance ” ; that is, a relations"
UPPER PALEOLITHIC,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",78,ROCK ART AND SHAMANISM 2 9 UPPER PALEOLITHIC ART The notion that Upper Paleolithic art was shamanic was not new when it was re - presented with new lines of evidence (Lewis - Williams and Dowson 1988 ; Clottes and Lewis - Williams 1998 ; Lewis - Williams 2002 ). T
Upper Paleolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",78,"ROCK ART AND SHAMANISM 2 9 UPPER PALEOLITHIC ART The notion that Upper Paleolithic art was shamanic was not new when it was re - presented with new lines of evidence (Lewis - Williams and Dowson 1988 ; Clottes and Lewis - Williams 1998 ; Lewis - Williams 2002 ). The resulting debate has been long, com"
Upper Paleolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",78,"wson 1988 ; Clottes and Lewis - Williams 1998 ; Lewis - Williams 2002 ). The resulting debate has been long, complex, and occasionally acrimonious (Clottes and Lewis - Williams 2001 ). Very brieﬂ y, the argument is that Upper Paleolithic people had to come to terms with shifting consciousness, as do all human beings. In doing so, they conceived of a tiered cosmos: spirit realms above and below the level of daily life (cf. Helskog 1999 ). Entering caves"
Upper Paleolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",78,"onto surfaces was proposed as the origin of two - dimensional painted and engraved images. Analyses of motif frequency have shown that there was (as would be expected) change during the twenty and more thousand years of Upper Paleolithic art and, moreover, that totemism is unlikely to have been the context of its making (Sauvet et al. 2009 ). Derek Hodgson ( 2008 :350) has suggested neural mechanisms that gave rise to “ hyperimagery ” and that were indu"
Upper Paleolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",79,"ated with shamanism – and which were not. Sensitively deployed, the shamanistic interpretation allows the individuality of sites to emerge: some were divided into what seems to have been discrete ritual areas (e.g., the Upper Paleolithic caves Lascaux and Les Trois Fr è res), while others that have fewer discrete areas were exploited in other ways (many sites in Southern Africa). Differentially used, sites and their images could become templates for soc"
Prehistoric,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",79,"nquiries. ACKNOWLEDGMENT I thank the National Research Foundation for A1 - rating ﬁ nancial support. REFERENCES Atkinson , J.M. , 1992 Shamanisms Today . Annual Review of Anthropology 21 : 307 – 330 . Bahn , P.G. , 1998 Prehistoric Art. Cambridge Illustrated History . Cambridge : Cambridge University Press ."
Bronze Age,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",80,"ROCK ART AND SHAMANISM 3 1 Bleek , W.H.I. , and Lloyd , L.C. , 1911 Specimens of Bushman Folklore . London : George Allen . Bradley , R. , 1998 Daggers Drawn: Depictions of Bronze Age Weapons in Atlantic Europe . In The Archaeology of Rock - Art . C. Chippindale and P.S.C. Ta ç on , eds. Pp. 130 – 145 . Cambridge : Cambridge University Press . Challis , W. , 2005 “ The Men with Rhebok ’ s Heads; They"
Prehistory,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",80,"n Series 9 : 11 – 20 . Chippindale , C. , 2003 Trying to Test a Trance Hypothesis in its Social Context . Cambridge Archaeological Journal 13 : 218 – 20 . Clottes , J. , and Lewis - Williams , J.D. , 1998 The Shamans of Prehistory: Trance and Magic in the Painted Caves . New York : Harry Abrams . Clottes , J. , and Lewis - Williams , J.D. , 2001 Les chamanes de la pr é histoire: texte integral, pol é mique et r é ponses . Paris : La Maison des Ro"
Prehistoric,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",80,"44 – 150 . Guenther , M.G. , 1999 Tricksters and Trancers: Bushman Religion and Society . Blooming- ton, IN : Indiana University Press . Hartley , R. and Wolley Vawser , A.M. , 1998 Spatial Behaviour and Learning in the Prehistoric Environment of the Colorado River Drainage (South - Eastern Utah), Western North America . In The Archaeology of Rock - Art . C. Chippindale and P.S.C. Ta ç on , eds. Pp. 185 – 211 . Cambridge : Cambridge University Pre"
Upper Palaeolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",80,"Archaeological Journal 13 : 213 – 216 . Hewitt , R. , 2008 Structure, Meaning and Ritual in the Narratives of the Southern San . Johannesburg : Witwatersrand University Press . Hodgson , D. , 2008 The Visual Dynamics of Upper Palaeolithic Cave Art . Cambridge Archaeological Journal 18 : 341 – 353 . Hollmann , J.S. , 2005 ‘ Swift People ’ : Therianthropes and Bird Symbolism in Hunter - Gatherer Rock Paintings, Western and Eastern Cape Provinces, South Afr"
Neolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",81,"32 J. DAVID LEWIS-WILLIAMS Kl ü ver , H. , 1966 Mescal and Mechanisms of Hallucinations . Chicago : University of Chicago Press . Lahelma , A. , 2005 Between the Worlds: Rock Art, Landscape and Shamanism in Sub - Neolithic Finland . Norwegian Archaeological Review 38 : 29 – 46 . Laufer , B. , 1917 The Origin of the Word “ Shaman. ” American Anthropologist 19 : 362 – 363 . Lensen - Erz , T. , 2007 A Rehabilitation of the Common People . So"
Upper Palaeolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",81,". London : Academic Press . Lewis - Williams , J.D. , 1983 The Rock Art of Southern Africa . Cambridge : Cambridge Uni- versity Press . Lewis - Williams , J.D. , 1991 Wrestling with Analogy: A Methodological Dilemma in Upper Palaeolithic Art Research . Proceedings of the Prehistoric Society 57 : 149 – 162 . Lewis - Williams , J.D. , 1992 Ethnographic Evidence Relating to “ Trance ” and “ Shamans ” among Southern and Northern San Groups . South African A"
Prehistoric,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",81,", 1983 The Rock Art of Southern Africa . Cambridge : Cambridge Uni- versity Press . Lewis - Williams , J.D. , 1991 Wrestling with Analogy: A Methodological Dilemma in Upper Palaeolithic Art Research . Proceedings of the Prehistoric Society 57 : 149 – 162 . Lewis - Williams , J.D. , 1992 Ethnographic Evidence Relating to “ Trance ” and “ Shamans ” among Southern and Northern San Groups . South African Archaeological Bulletin 47 : 56 – 60 . Lewis -"
Upper Palaeolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",81,"k and Lloyd Collection . J. Deacon and T.A. Dowson , eds. Pp. 122 – 141 . Johannesburg : Witwatersrand University Press . Lewis - Williams , J.D. , 1997a Agency, Art and Altered Consciousness: A Motif in French (Quercy) Upper Palaeolithic Parietal Art . Antiquity 71 : 810 – 830 . Lewis - Williams , J.D. , 1997b The Mantis, the Eland and the Meerkats: Conﬂ ict and Media- tion in a Nineteenth - Century San Myth. P . In Culture and the Commonplace: Anthropo"
Upper Palaeolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",81,"– 94 . Walnut Creek, CA : AltaMira Press , 2002 . Lewis - Williams , J.D. , 2002 The Mind in the Cave: Consciousness and the Origins of Art . London : Thames & Hudson . Lewis - Williams , J.D. , 2004 Neuropsychology and Upper Palaeolithic Art: Observations on the Progress of Altered States of Consciousness . Cambridge Archaeological Journal 14 ( 1 ): 107 – 111 . Lewis - Williams , J.D. , 2010a The Imagistic Web of San Myth, Art and Landscape . Southern A"
Upper Palaeolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",81,"s , J.D. and Challis , S. , 2011 Deciphering Ancient Minds: The Mystery of San Bushman Rock Art . London : Thames & Hudson . Lewis - Williams , J.D. and Dowson , T.A. , 1988 The Signs of All Times: Entoptic Phenomena in Upper Palaeolithic Art . Current Anthropology 29 : 201 – 245 . Lewis - Williams , J.D. and Dowson , T.A. , 1993 On Vision and Power in the Neolithic: Evi- dence from the Decorated Monuments . Current Anthropology 34 : 55 – 65 . Lewis - Wi"
Neolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",81,"ms , J.D. and Dowson , T.A. , 1988 The Signs of All Times: Entoptic Phenomena in Upper Palaeolithic Art . Current Anthropology 29 : 201 – 245 . Lewis - Williams , J.D. and Dowson , T.A. , 1993 On Vision and Power in the Neolithic: Evi- dence from the Decorated Monuments . Current Anthropology 34 : 55 – 65 . Lewis - Williams , J.D. and Pearce , D.G. , 2004 San Spirituality: Roots, Expressions and Social Consequences . Walnut Creek, CA : AltaMira"
Neolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",81,": 55 – 65 . Lewis - Williams , J.D. and Pearce , D.G. , 2004 San Spirituality: Roots, Expressions and Social Consequences . Walnut Creek, CA : AltaMira Press . Lewis - Williams , J.D. and Pearce , D.G. , 2005 Inside the Neolithic Mind: Consciousness, Cosmos and the Realm of the Gods . London : Thames & Hudson . Palmer , K. , 1977 Myth, Ritual and Rock Art . Archaeology and Physical Anthropology in Oceania 12 ( 1 ): 38 – 50 ."
Upper Palaeolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",82,"ts and Stones: Shamanism and Rock Art in Central Asia and Siberia . Poznan : Instytut Wschodni Uam . Sauvet , G. , Layton , R. , Lenssen - Erz , T. , Ta ç on , P.S.C. , and Wlodarczk , A. , 2009 Thinking with Animals in Upper Palaeolithic Rock Art . Cambridge Archaeological Journal 19 ( 3 ): 319 – 336 . Shirokogoroff , S.M. , 1935 Psychomental Complex of the Tungus . London : Kegan Paul, Trench and Trubner . Solomon , A. , 1997 The Myth of Ritual Origins"
Prehistoric,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",82,"on , A. , 1997 The Myth of Ritual Origins? Ethnography, Mythology and Interpretation of San Rock Art . South African Archaeological Bulletin 52 : 3 – 13 . Ta ç on , P.S.C. , 1983 An Analysis of Dorset Art in Relation to Prehistoric Culture Stress . Inuit Studies 7 ( 1 ): 41 – 65 . Ta ç on , P.S.C. , and Chippindale , C. , 1998 An Archaeology of Rock - Art through Informed and Formal Methods . In The Archaeology of Rock - Art . C. Chippindale and P"
Prehistoric,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",89,"tion and description . . . But this requires something more than merely examining what seems obvious or logical within our ken. It requires knowledge of and insight into the shared symbolic world of the American Indian, prehistoric and contemporary, and more appreciation of the astonishing durability of this ancient ideological universe through time than some of us are evidently ready to grant. (Furst 1974 :134) L ó pez - Austin (1997) saw this “"
Historical,historical,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",90,"THE LOWER PECOS CANYONLANDS 4 1 these religions, there exists a “ hard nucleus with components that were very resistant to historical change. They were almost unchangeable. ” The actors and the details may change, but at the core, basic story lines and concepts have an amazing resilience to forces of change. Myths and histories live on as part of a de"
Historical,historical,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",90,"nge, but at the core, basic story lines and concepts have an amazing resilience to forces of change. Myths and histories live on as part of a deeply rooted, shared symbolic world among American Indians. If this is true, historical accounts and eth- nographic observations of indigenous groups living in Mesoamerica and the American Southwest can provide useful information for formulating hypotheses to explain pat- terning in the rock art of the Low"
Historical,historical,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",90,"hic pattern identiﬁ ed during the feature analysis is composed of deer, impaled dots, and antlered anthropomorphs with dots on their antler tines. A similar pattern emerged during my analysis of ethnographic literature, historical accounts, and material culture of past and present societies in Mesoamerica and the American Southwest. This recurring theme is associated with peyotism: the ritual use of peyote cactus ( Lophophora williamsii ). Elemen"
Historical,historical,196,1950,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",93,"the content of the earlier cult from which it emerged. From pre - Conquest time to early in the nineteenth century, various groups located in Mexico and Texas either utilized or were familiar with peyote. 1 The earliest historical reference to peyotism in Mexico was made in the 1560s by Friar Bernardino de Sahag ú n (Sahag ú n 1950 – 1969 ). In his General History of the Things of New Spain , he credits the primitive nomadic tribes of northern Me"
Historic,historical,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",93,"recognized as having its origins in northern Mexico or southern Texas along the Rio Grande, near the northern limits of the natural growth range of peyote (Stewart 1974, 1987 ; La Barre 1975 ; Hultkrantz 1997 ). During historic times, various Indian groups, such as Comanches and Kiowas and tribes from Oklahoma, journeyed to the Lower Pecos Canyonlands to harvest peyote"
Prehistoric,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",94,"ure against drought. They believe peyote must be offered to the gods every year, “ or they would be unable to catch deer: consequently it would not rain . . . ” (Lum- holtz 1900 :23). I have proposed that a ritual among prehistoric hunter - gatherers of the lower Pecos River region may have existed that was similar to the ritual of the Huichol. So what is the ecological relationship between peyote, deer, and rain? Such an ecological relationship c"
Historic,historical,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",97,"the Aztecs. The explanatory bridge constructed here is not between archaic patterns in the rock art and a contemporary, recently conceptualized set of rituals and beliefs. Instead, by combining archaeological evidence, historic narrative, and an exhaustive review of Mesoamerican ethnography with a detailed analysis of motif associations in the rock art, we gain insight into an ancient ideological universe – the archaic core. NOTE 1 These group"
Historical,historical,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",100,"- ferent regions, here represented by the contrast between western Europe and the east Mediterranean. These contrasts between regions reﬂ ect the emergence of different ideologies which had far - reaching effects on the historical trajectory of peoples in each region. As a result of the history of archaeological research, it is sometimes difﬁ cult to escape the impression that the earliest paintings and engravings were made in the Upper Paleolith"
Upper Paleolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",100,"the historical trajectory of peoples in each region. As a result of the history of archaeological research, it is sometimes difﬁ cult to escape the impression that the earliest paintings and engravings were made in the Upper Paleolithic caves of western Europe and that this expression of creativity was typical of what should be expected in the rest of the world. Much recent work has established that there are paintings and engravings that are probably"
Historical,historical,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",101,"52 IAIN DAVIDSON what was produced. In addition, there were probably differences between the roles of paintings and engravings in the historical trajectories of behavioral variation. In this chapter, I want to highlight some of the variations within the Upper Paleolithic of western Europe, and contrast the abundant evidence there with the scarcity of evidence ov"
Upper Paleolithic,archaeological,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",101,". In addition, there were probably differences between the roles of paintings and engravings in the historical trajectories of behavioral variation. In this chapter, I want to highlight some of the variations within the Upper Paleolithic of western Europe, and contrast the abundant evidence there with the scarcity of evidence over the same time period in the east Mediterranean region (Figure 4.2 ). APPROACHES TO MEANING IN PLEISTOCENE PAINTINGS AND ENGR"
