SITE_SOURCE_ID;SITE_NAME;LOCALISATION;GEONAME_ID;PROJECTION_SYSTEM;LONGITUDE;LATITUDE;ALTITUDE;CITY_CENTROID;STATE_OF_KNOWLEDGE;OCCUPATION;STARTING_PERIOD;ENDING_PERIOD;MAIN_CHARAC;CHARAC_LVL1;CHARAC_LVL2;CHARAC_LVL3;CHARAC_LVL4;CHARAC_EXP;BIBLIOGRAPHY;COMMENTS;WEB_IMAGES;DUPLICATE_DB_NAME;DUPLICATE_SCORE;DUPLICATE_FLAG
drive-97f0197612ab;Gua Gede;Bali;;;;;;No;Not documented;Not specified;-11700;1950;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385;Description: 10 Forum Arkeologi Volume 30, Nomor 1, April 2017 (1 - 10) _____. 2010. “Situs Gua Gede Nusa Penida dalam Kerangka Hunian Prasejarah di Indonesia.” Forum Arkeologi XXIII (2): 332-354. Oppenheimer, Stephen. 2006. “The ‘Austronesian’ Story and Farming Language Dispersals Caveats on Timing and Independence in 1 Jejak Austronesia di Situs Gua Gede, Pulau Nusa Penida, Bali Ati Rati Hidayah JEJAK AUSTRONESIA DI SITUS GUA GEDE, PULAU NUSA PENIDA, BALI Austronesian Traces at Gede Cave, Nusa Penida Island, Bali Ati Rati Hidayah Balai Arkeologi Bali Jl. Raya Sesetan No | Keywords: Cave;;;;
drive-d6ddbf3c935f;Gua Lengsom;Bali;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: ketahui dari Istilah “Matbat” yang dalam bahasa setempat disebut orang tanah. Oleh karena itu, dalam bagian ini dibahas mengenai migrasi tersebut. Awal Penghunian Pulau Misool Dalam penggambaran kembali penghunian Situs Gua Lengsom dan situs penguburan ceruk. Suku Matbat ( orang tanah ) pada awalnya membangun suatu pemukiman atau perkampungan yang di sebut dengan nama tip atau kampung tua dan ini terdiri dari beberapa kampung termasuk Kampung Tomo ut yang berubah setiap musim. Penutup Berdasarkan pada tinggalan-tinggalan arkeologis yang terdapat di Pulau Misool memperlihatkan bahwa Situs Seni Cadas, Situs Penguburan Ceruk, Situs Benteng Keramat (claudi) dan Situs Gua Lengsom adalah sebagai kesatuan penunjuk adanya proses migrasi orang Austronesia ke Pulau Misool. Kehadiran migrasi tersebut telah menghadirkan budaya baru dengan meninggalkan jejak berupa seni cadas, artefak gerabah dan ban | Keywords: Megalithic site;;;;
drive-cca935a14577;Gua Teng;Bali;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: er precise chaine operatoire. Further research is necessary to identifY the sources of the stone and establish the distances over which stone blanks or fin­ ished tools were moved. Three AMS dates are now available from Gua Teng­ korak, 7200 ± 40 cal. B.P. (Beta Analytic 167407) 4020 ± 50 B.P., (Beta Analytic 197167), and 11750 ± 50 B.P. (Beta Analytic 197162). The thickness of the occu­ pations, though, suggests that the caves may contain evid u bangi ber ibu muara gua. Ka - me ra ber ce kli kan dan kami me re kam in for ma si yang ber har ga, se per ti mulut gua yang belum per - nah kami lihat mes ki pun ber ka li-ka li lewat di ka ki - nya de ngan pe ra hu, Gua Teng ko rak yang ter ke nal. Ke ti ka ke mu di an tiba di gua Teng ko rak, kami me ne mu kan se buah gua indah se ka li. Jalur ma suk - nya yang ter sem bu nyi di balik cadas besar ber lan - jut dalam gelap sam pai jalan mas | Keywords: Cave;;;;
drive-8ae174bb6ab1;Leang Ara;Bali;;;;;;No;Not documented;Not specified;-11700;1950;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.1038/s41598-019-42946-9 | https://doi.org/10.1038/s41559-019-0902-6 | https://doi.org/10.1080/15564894.2021.1991056 | https://doi.org/10.1080/15564894.2021.1991056;Description: L'assemblage industriel de Song Keplek, Java Est 151 Maros Ujung Pandang 50 Km 1 Ulu Leang 2 Leang Chakondo 3 Leang Tomatua Katjitjang 4 Leang Saripa 5 Leang Balisao 6 Leang Pattae 7 Leang Uleleka 8 Leang Ara 9 Leang Panameanreanga 10 Leang Panganreang Tudea 11 Leang Tjadang INDONÉSIE SULAWESI Fig. 3 - Les principaux sites holocènes toaliens de la vallée de Maros, Sulawesi. Pointes toaliennes (Maros, Sulawesi, collection : P claiming any geometric microliths in South Sulawesi, and the asymmetrical points (backed blades) that he associated with the Toalean were already accessioned in Jakarta by the time of his visit (McCarthy 1940: 38-39). (Leang Ara and Leang Karassa had been excavated in 1933 and 1936, and Leang Saripa was excavated in 1937 prior to McCarthy's visit.) Nor have backed microliths been claimed at the four sites with a Holocene assemblage excavated in | Keywords: Excavated site;;;;
drive-6472cb7e0cfa;Leang Balisao;Bali;;;;;;No;Not documented;Not specified;-11700;1950;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;Description: L'assemblage industriel de Song Keplek, Java Est 151 Maros Ujung Pandang 50 Km 1 Ulu Leang 2 Leang Chakondo 3 Leang Tomatua Katjitjang 4 Leang Saripa 5 Leang Balisao 6 Leang Pattae 7 Leang Uleleka 8 Leang Ara 9 Leang Panameanreanga 10 Leang Panganreang Tudea 11 Leang Tjadang INDONÉSIE SULAWESI Fig. 3 - Les principaux sites holocènes toaliens de la vallée de Maros, Sulawesi. Pointes Toalean Rockshelters GEO- METAL, METRIC OTHER GLAZED BACKED MICRO- MAROS STONE BONE POT POTTERY, BLADES LITHS POINTS POINTS POINTS SHERDS GLASS Walanae headwaters Leang Cakondo - - ? x x x x - Leang Ulebaba - - ? x - - Leang Balisao - - - - - x x Tomatoa Kacicang - - ? x x x x x South coast Leang Ara x x x x x x x Panganreang Tudea x x x x x x- x Batu Ejaya 1 ? x ?xxx xx x Batu Ejaya 2 - x - x - x x Leang Batu Tuda - x Bone-Soppeng Panisi Takbutu - | Keywords: Karst;;;;
drive-cf3c9ab9b863;Leang DjariE;Bali;;;;;;No;Not documented;Not specified;-4000;-350;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;"""Description: MESOLITHIC OR SUB-NEOLITHIC STAGE Impassw!,e ümeJtoae Fig. 25. Toalean sites east of Maros, Southwest Celebes. 1. Leang PattaE; 2. Leang Burung; 3. Leang DjariE; 4. Leang Saripa; 5. Leang Karassa'. 117 ils; one is made on the ceiling and is the negative print of a right hand, the other on the side­ wall and badly preserved. G. J. H. Franssen had found a number of hand-stencils in a cave complex which we have named the Leang DjariE (Gave of the fingers). The site consists of a complex of tunnels, halls and fissures. Just inside the entrance we noticed on the ceiling of a small niche two groups of respectively seven and five hand-stencils on a red | Keywords: Cave""";;Leang Jarie;0.96;near-match
drive-1684ddad87f4;Leang Panameanreanga;Bali;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;Description: L'assemblage industriel de Song Keplek, Java Est 151 Maros Ujung Pandang 50 Km 1 Ulu Leang 2 Leang Chakondo 3 Leang Tomatua Katjitjang 4 Leang Saripa 5 Leang Balisao 6 Leang Pattae 7 Leang Uleleka 8 Leang Ara 9 Leang Panameanreanga 10 Leang Panganreang Tudea 11 Leang Tjadang INDONÉSIE SULAWESI Fig. 3 - Les principaux sites holocènes toaliens de la vallée de Maros, Sulawesi. Pointes toaliennes (Maros, Sulawesi, collection : Puslit Arkenas) (dessin ibution of the Toalean sites in Southwest Celebes. 1. Leang Chakondo I 11. Leang Burung 2. Leang Chakondo 11 12. Leang PattaE 3. Leang Uleleba 13. Leang Lampoa 4. Leang Balisao 14. Mandai 5. Leang Tomatua Katjitjang 15. Leang Panameanreanga 6. Leang Sebang 16. Batu Edjaya 7. Leang Ara 17. Panganreang Tudea 8. Leang DjariE 18. Bola Batu 9. Leang Saripa 19. Panisi Ta'batu 10. Leang Karassa' 20. Leang Tjadang;;;;
drive-50b4b9728534;Leang Sebang;Bali;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;Description: or depict any backed implements, though this deficiency might reflect their lack of awareness of backing as a technique of formal retouch. In 1933 Van Stein Callenfels, Noone, and Cense revisited Lamoncong and excavated Leang Sebang, which is totally unreported, and Leang Tomatoa Kaci- cang. The latter site produced the bladelets, serrated projectile points, bone points (sometimes with serrated edges), and earthenware sherds as previously reported ites in Southwest Celebes. 1. Leang Chakondo I 11. Leang Burung 2. Leang Chakondo 11 12. Leang PattaE 3. Leang Uleleba 13. Leang Lampoa 4. Leang Balisao 14. Mandai 5. Leang Tomatua Katjitjang 15. Leang Panameanreanga 6. Leang Sebang 16. Batu Edjaya 7. Leang Ara 17. Panganreang Tudea 8. Leang DjariE 18. Bola Batu 9. Leang Saripa 19. Panisi Ta'batu 10. Leang Karassa' 20. Leang Tjadang | Keywords: Excavated site;;;;
drive-647de595b641;Leang Tomatua Katjitjang;Bali;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;Description: L'assemblage industriel de Song Keplek, Java Est 151 Maros Ujung Pandang 50 Km 1 Ulu Leang 2 Leang Chakondo 3 Leang Tomatua Katjitjang 4 Leang Saripa 5 Leang Balisao 6 Leang Pattae 7 Leang Uleleka 8 Leang Ara 9 Leang Panameanreanga 10 Leang Panganreang Tudea 11 Leang Tjadang INDONÉSIE SULAWESI Fig. 3 - Les principaux sites holocènes toaliens de la vall THIC STAGE 107 Fig. 23. Distribution of the Toalean sites in Southwest Celebes. 1. Leang Chakondo I 11. Leang Burung 2. Leang Chakondo 11 12. Leang PattaE 3. Leang Uleleba 13. Leang Lampoa 4. Leang Balisao 14. Mandai 5. Leang Tomatua Katjitjang 15. Leang Panameanreanga 6. Leang Sebang 16. Batu Edjaya 7. Leang Ara 17. Panganreang Tudea 8. Leang DjariE 18. Bola Batu 9. Leang Saripa 19. Panisi Ta'batu 10. Leang Karassa' 20. Leang Tjadang | Keywords: Excavated site;;;;
drive-5c497d96037b;Goa Topogaro;Central Sulawesi;;;;;;No;Not documented;Not specified;-2580000;1950;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.1080/00438243.2023.2172074;"""Description: are: (1) the Uattamdi site on Kayoa Island in Northern Maluku Islands; (2) the Aru Manara site on Morotai Island in Northern Maluku Islands; (3) the Gorua site on Halmahera Island in Northern Maluku Islands; and (4) the Goa Topogaro site in Central Sulawesi Island. We consider both the Northern Maluku Islands and Sulawesi Island as the most significant regions in Wallacea because of their important geographic posi- tion. The Northern Malukus are lo y Practice… 8 3.3 W allacea In the northern Wallacean region, various archeological sites, such as Leang Sarru in the Talaud Islands during the early Holocene, Golo Cave on Gebe Island from the late Pleistocene, and the Goa Topogaro sites in Central Sulawesi, seem to have primar- ily relied on shellfish gathering rather than showing any signs of specialized fishing practices (Figure 1) [26, 77–79]. Moving to the Lesser Sunda Islands near the c | Keywords: Excavated site""";;;;
drive-5c497d96037b;Goa Topogaro;Central Sulawesi;;;;;;No;Not documented;Not specified;-2580000;1950;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.1080/00438243.2023.2172074;"""Description: are: (1) the Uattamdi site on Kayoa Island in Northern Maluku Islands; (2) the Aru Manara site on Morotai Island in Northern Maluku Islands; (3) the Gorua site on Halmahera Island in Northern Maluku Islands; and (4) the Goa Topogaro site in Central Sulawesi Island. We consider both the Northern Maluku Islands and Sulawesi Island as the most significant regions in Wallacea because of their important geographic posi- tion. The Northern Malukus are lo y Practice… 8 3.3 W allacea In the northern Wallacean region, various archeological sites, such as Leang Sarru in the Talaud Islands during the early Holocene, Golo Cave on Gebe Island from the late Pleistocene, and the Goa Topogaro sites in Central Sulawesi, seem to have primar- ily relied on shellfish gathering rather than showing any signs of specialized fishing practices (Figure 1) [26, 77–79]. Moving to the Lesser Sunda Islands near the c | Keywords: Excavated site""";;;;
drive-macan-gk-0001;Gua Macan;DI Yogyakarta;;4326;110.72;-8.09;;No;Not documented;Not specified;-2580000;1950;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;;;;;;
drive-ngrijangan-0001;Gua Ngrijangan;DI Yogyakarta;;4326;110.7062;-8.1045;;No;Not documented;Not specified;-2580000;1950;Archaeological Sites;Quarry / Raw material source / Obsidian source / Chert source;;;;No;;;;;;
drive-selabe-gk-0001;Gua Selabe;DI Yogyakarta;;4326;107.45;-6.80;;No;Not documented;Not specified;-2580000;1950;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;;;;;;
drive-60d119c4d5e9;Arca Cave;East Java;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.1080/15564894.2020.1868631 | https://doi.org/10.1080/15564894.2020.1868631 | https://doi.org/10.1088/1742-6596/1341/3/032047 | https://doi.org/10.1088/1742-6596/1341/3/032047;Description: esults by the experts (Irdiansyah, 2008). Based on previous studies on the func tion of stone tools that have been carried out in Indonesia, this paper raises the topic on the function of stone tools using microscope at Arca Cave site. Arca Cave site is a prehistoric site located on Kangean Island, East Java. Research at Arca Cave has been carried out since 2018. It comprises archaeological and geological survey data collection, test -pits seque s. Based on the sorting, it can be seen that Type I1 had five (5) tools, Type I2 had three (3) tools, Type II1 had two (2) tools, and none of the Type I3 (Table 4). This number was not the exact number of tools found at Arca Cave Site. There are several factors that cause the researcher to be limited in determining the tools, | Keywords: Cave;;;;
drive-8100231b256d;Gua Arca;East Java;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: The function of stone tools from Gua Arca Site, Kangean Island, East Java (Rahfi Muhammad) 137 This work is licensed under a Creative Commons Attribution-Non Commercial- ShareAlike 4.0 International License The function of stone tools from Gua Arca Site, Kangean Isl The function of stone tools from Gua Arca Site, Kangean Island, East Java (Rahfi Muhammad) 137 This work is licensed under a Creative Commons Attribution-Non Commercial- ShareAlike 4.0 International License The function of stone tools from Gua Arca Site, Kangea | Keywords: Cave;;;;
drive-9e4abbc38725;Gua Betpuruh;East Java;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Burial / Cemetery / Kubur / Makam;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: ger, Java. 51. Right lateral view of Sampung H mandible. 52. Sampung F skull, Java. 53. Human skeleton (flexed burial), Gua Lawa, Java. 54. Stone implements, Sodong Cave, Puger, East Java. 55. Bone and stone implements, Gua Betpuruh, Pradjekan, East Java. 56. Excavation in the Gua Sodong, Puger, East Java. 57. Human skeleton in flexed burial. Head is missing. Gua Sodong, Puger, Java. 58. Leang PattaE, Turika1e, Southwest Celebes. 59. Rock-Painting PI. SS. Bone and stone implements. Gua Betpuruh, Pradjekan, East Java. | Keywords: Rock art site;;;;
drive-fcb3da38e984;Gua Gedeh;East Java;;;;;;No;Not documented;Not specified;-4000;-350;Archaeological Sites;Shell midden / Shell mound / Bukit Kerang / Kjokkenmoddinger;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;"""Description: e-tools. Southwest Celebes. 18. Mesolithic cultures in Southeast Asia. 19. Kitchenmiddens near Sumatra's Eastcoast. 20. Gua Lawa, Sampung, East Java. Cross-section. 21. Bone tools, Sampung, Java. 22. Shell scrapers from Gua Gedeh, Gua Pawon, and Gua Bale. Northern Limestone Massif, Tuban, East Java. 23. Distribution of the Toalean sites in Southwest Celebes. 24. Panganreang Tudea Cave, Southwest Celebes. I. Upper Toalean; 11. Middle Toalean; 111 MESOLITHIC OR SUB-NEOLITHIC STAGE 101 Fif. 22. Shell scrapers from Gua Gedeh, Gua Pawon and Gua Bale. Northern Limestone Massif, Tuban, East Java. | Keywords: Shell midden""";;;;
drive-188dccae88a4;Gua Jimbe;East Java;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: red with the Wajak skulls stem from Java (Hoekgrot and Sampung- H) and Flores (Liang Momer-E and Liang Toge). For com­ parison, the skull fragments from the following regions are added in the Tables: Java (Gua Kecil and Gua Jimbe), Malaysia (Gua Kepah) and Flores (Aimere and Gua Alo). Fig. 5A. Sites of the prehistoric skulls in Australasia studied/discussed. The four recent collections studied come from China, Java, Papua New Guinea, and Austral hed obsidian flakes and abundant shell scrapers. Further, Storm (1995:148) cites mean radiocarbon determinations between 3265 and 2650 b.p. (uncalibrated) from three rockshelters in east Java with bone tools: Gua Kecil, Gua Jimbe, and Hoekgrot. As pottery is evident only at Hoekgrot, these three sites suggest that certain communities in Java did not acquire pottery until after 3000 years ago. Adding to this picture of diversity, bifacially trimm | Keywords: Rockshelter;;;;
drive-6ede0bfd68eb;Gua Lawa;East Java;;;;;;No;Not documented;Not specified;-2580000;1950;Archaeological Sites;Settlement / Habitation / Permukiman / Kampung;;;;No;https://doi.org/10.2218/jls.v4i2.2544 | https://doi.org/10.24832/amt.v39i1.1-16;"""Description: pour la première fois dans les années 1930 sur le site de Gua Lawa situé non loin du village éponyme de Sampung , dans la région de Ponorogo (Stein Callenfels , 1932 ; Heekeren , 1972). Souvent comparé à un faciès similaire à pointes à base concave de Sulawesi , le Toalien (Glover 1977 mpared the material from Flores with an assemblage excavated by himself at Sodong Cave, Puger, East Java, which itself has similarities, especially in the bone tools with elements in the well-known Sampung industry from Gua Lawa cave also in East Java (van Heekeren 1967 :158 ). It is difficult in the light of this to believe that all the Flores material belongs to the recent past, for the Sampung industries are associated with a fauna, | Keywords: Cave""";;;;
drive-a0559356951b;Gua Lawa Sampung;East Java;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Burial / Cemetery / Kubur / Makam;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.1007/978-94-024-0899-7_13 | https://doi.org/10.1371/journal.pone.01930;Description: udah ada sistem penguburan yang dilakukan pada masa itu. Sistem penguburan mulai berkembang pada masa mesolitik, ketika manusia memanfaatkan gua-gua sebagai tempat hunian. Seperti Situs Gua Marjan, di Jawa Timur, dan di Gua Lawa Sampung, Gua Sodong di Besuki, dan di gua-gua Pegunungan Sewu lainnya. Sistem penguburan yang ditemukan berupa kubur langsung dengan posisi terlipat. Sistem penguburan menggunakan wadah berkembang pesat pada masa neolitik, khus ung Highlands and Gua Braholo in the western part of Gunungsewu area. This hypothesis confirmed by the archaeological assemblages which show similarity between Sampu ngian bone industry techno-complex that also found in Gua Lawa Sampung karst ic area, Gua Kidang in the Northern Mountains, and Gua Braholo. There are two views of the Wajak skulls that generally followed by the scientists. First of all, it is clear that Wajak Man are represen | Keywords: Karst;;;;
drive-08fc4754ee5e;Gua Sodong;East Java;;;;;;No;Excavated;Not specified;;;Archaeological Sites;Burial / Cemetery / Kubur / Makam;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: 2. Sampung F skull, Java. 53. Human skeleton (flexed burial), Gua Lawa, Java. 54. Stone implements, Sodong Cave, Puger, East Java. 55. Bone and stone implements, Gua Betpuruh, Pradjekan, East Java. 56. Excavation in the Gua Sodong, Puger, East Java. 57. Human skeleton in flexed burial. Head is missing. Gua Sodong, Puger, Java. 58. Leang PattaE, Turika1e, Southwest Celebes. 59. Rock-Painting in red striped-lit1le technique of a charging boar. Patt PI. 56. Excavation In the Gua Sodong, Puger, East Java . PI. 57. Human skeleton in nexcd burial. Head IS missing. Gua Sodong, Puger, Java. | Keywords: Burial site;;;;
drive-da8a566617e5;Lawa Cave;East Java;;;;;;No;Not documented;Not specified;-2580000;1950;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.1080/15564894.2020.1868631 | https://doi.org/10.1080/15564894.2020.1868631 | https://doi.org/10.1088/1742-6596/1341/3/032047 | https://doi.org/10.1088/1742-6596/1341/3/032047;"""Description: rom other parts of the Indonesian archipelagoo Callenfels described a collection of stone tools from Sakang, western Borneo, as pebble tools; but van Heekeren 3 considers that these are unfinished neolithic axes. In the Lawa Cave near Sampung, east Java, an industry composed mainly of worked bone was discovered. Callenfels states that these include awls, daggers, fish hooks, and implements for digging yams and roots.4 Two kinds of polished bone , L. J. C. van Es, the geologist, visited the Southern Mountains near Ponorogo, East Java. On this occasion he was informed that employees of the sugar factory Patogan during WorId War I had obtained phosphates from the Lawa Cave near Sampung and in the course of this had encountered animal bones. As there was a chance th at they were fossil vertebrates, van Es sent an assistant to this cave with instructions to collect fresh material. The bones | Keywords: Cave""";;;;
drive-ff095feb3c16;Sodong Cave;East Java;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Burial / Cemetery / Kubur / Makam;;;;No;https://doi.org/10.1080/15564894.2020.1868631 | https://doi.org/10.1080/15564894.2020.1868631 | https://doi.org/10.1088/1742-6596/1341/3/032047 | https://doi.org/10.1088/1742-6596/1341/3/032047;"""Description: a few steep edged, circular flake scrapers; shell scrapers and occasional shell ornaments ( 1957 b:figs. 2 ,3 ; 1967 : 158). Van Heekeren has compared the material from Flores with an assemblage excavated by himself at Sodong Cave, Puger, East Java, which itself has similarities, especially in the bone tools with elements in the well-known Sampung industry from Gua Lawa cave also in East Java (van Heekeren 1967 :158 ). It is difficult in the ligh ure which will be described in the next paragraph. In the Gua Lawa this culture is represented by pestles and mortars ; in the Betpuruh Cave near Prad jekan by pounding stones with grip­ marks and rubbing stones; in the Sodong Cave by a few primitive 'short­ axes' and smal! Sumatraliths, in the Mardjan Cave by a number of 'short-axes' and a single rectangular seraper. All these caves and roek­ shelters are situated in East Java. These faint trae | Keywords: Burial site""";;;;
drive-6085bd4db277;Gua Ilas Kenceng;East Kalimantan;;;;;;No;Not documented;Not specified;-2580000;-11700;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;"""Description: ves and rock shelters located in East Kalimantan (ornately decorated sites shown in italics): 1. Gua Mardua; 2. Gua Payau; 3. Gua Kambing; 4. Liang Sara; 5. Alan Bilao; 6. Liang Pelahniran; 7. Ara Raya; 8. Gua Masri; 9. Gua Ilas Kenceng; 10. Gua Tewet, Gua Pindi, Gua Te'et, Gua Ujan, Gua Batu Aji; 11. Gua Tamrin, Gua Mentis, Gua Kayu Sampung, Gua lias Kecil, Gua Tangkorak, Gua Kurang Tahu, Gua Ham; 13. Gua Berak, GuaJufri, Gua Tembus, Gua Sahak; 14. Gu anished species like ox or tapir at the end of the Pleistocene period would allocate more than 10.000 years to the oldest paintings. These clues have been confirmed by datings of a calcite veil covering a hands panel in Gua Ilas Kenceng, dated between 9.400 and more than 10.400 y. B.P. (Causses et al . 2002). Attributing a Pleistocene antiquity to East Borneo’s oldest paintings may thus be asserted with certainty. But, the successive disco | Keywords: Rock art site""";;;;
drive-48492f9fb478;Gua Kambing;East Kalimantan;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;"""Description: esians, dated 1,000-2,000 BP. The following year our twosome, plus Pindi Setiawan, one of the rare Indonesians with a passionate interest in the rock art of his country, discovered three new decorated ca ves: Gua Payau, Gua Kambing and most importantly, Liana Sara, with negative handprints, zoomorphic figures, three monkeys pursued by a panther, painted cervids, etched """"comets"""", filiform anthropomorphic figures, a vulva engraved between three pain 220 ASIAN PERSPECTIVES . 44(1) . SPRING 2005 Fig. 1. Caves and rock shelters located in East Kalimantan (ornately decorated sites shown in italics): 1. Gua Mardua; 2. Gua Payau; 3. Gua Kambing; 4. Liang Sara; 5. Alan Bilao; 6. Liang Pelahniran; 7. Ara Raya; 8. Gua Masri; 9. Gua Ilas Kenceng; 10. Gua Tewet, Gua Pindi, Gua Te'et, Gua Ujan, Gua Batu Aji; 11. Gua Tamrin, Gua Mentis, Gua Kayu Sampung, Gua lias Kec | Keywords: Karst""";;;;
drive-6804df6e72c6;Gua Kebobo;East Kalimantan;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: apkan dengan posisi mayat terlipat atau telentang, baik lurus atau pun miring. Bukti adanya kegiatan penguburan di dalam gua-gua di Kalimantan antara lain ditemukan di situs Gua Tengkorak (Tabalong, Kalimantan Selatan), Gua Kebobo dan Ceruk Jon (Bengalon, Kalimantan Timur), Liang Bangkai 10 (Mantewe, Kalimantan Selatan). Sementara itu pertanggalan tertua kegiatan penguburan dalam gua yang berhasil ditemukan adalah 40.000 tahun lalu, yaitu pengubu dari daratan tersebut. Jejak paleoantropologis di bagian timur Kalimantan ditemukan di jajaran pegunungan karst Sangkulirang—Mangkalihat (Gambar 1). Pada kawasan karst ini ditemukan sisa manusia berupa kubur terlipat di Gua Kebobo dan kubur telentang di Liang Jon (Chazine 2005, 226). Penelitian arkeologi di kawasan karst Mangkalihat pertama kali diinisiasi oleh Chazine sejak tahun 1988, seorang etno-arkeolog asal Perancis yang menemukan seni cad | Keywords: Karst;;;;
