site_name,latitude,longitude,coordinate_text,coordinate_system,source_file,page,evidence_snippet,rejection_reason
Carbon Some Megalithic Sites,,,,,data/google-drive-pdfs/FKIP_PROSIDING_Megalithic culture at the Suco Lor site Bondowoso_NAIM.pdf,20,BP - 840 ± 200 BP (calibration results between 8 -9 AD). The table below shows the results of carbon dating taken from charcoal residue from research activities in the Iyang - Ijen Valley area [6]. Table 1. The absolute Carbon Some Megalithic Sites in the Valley Iyang-Ijen No. Site Sample for the Date Context Date Calibration Zigma 1 1. Dawuhan (Suco Lor) Charcoal Dolmen 1230 ± 100 BP 684 M - 887 AD 2. Pakauman Charcoal Stone Astigmatism 840 ± 200 BP 992 M - 1306,bad_keyword
Argopuro Sites,,,,,data/google-drive-pdfs/FKIP_PROSIDING_Megalithic culture at the Suco Lor site Bondowoso_NAIM.pdf,26,"tradition called lasara in the fo rm of hornbills and roosters and carvings of dogs and poultry can be found at the Bondowoso Kretek Site [5]. Figure 15 Visualization of Aerial Photographs of Suco Lor and Mount Iyang / Argopuro Sites 3.4 Social, Economic and Cultural Life of the Megalithic Community at the Suco Lor Site 3.4.1 Social Life of the Megalithic Community in the Suco Lor Site Their social life is confirmed to have recognized the pattern of",bad_keyword
Hominid Sites,,,,,data/google-drive-pdfs/First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf,98,"Pucangan flakes in Sangiran. Paper presented at the 11th Congress of the European Association of Southeast Asian Archaeologists, Bougon, France, September 25–30 (unpublished). Widianto, H. 2012. Sangiran: The Breath of Hominid Sites. Jakarta: Departemen Kebudayaan dan Pariwisata, Balai Pelestarian Situs Manusia Purba Sangiran. Widianto, H. and Grimaud‐Hervé, D. 2014. The latest discoveries of Homo erectus in Java Island. In N. Amano et al., eds, So",bad_keyword
Shang Sites,,,,,data/google-drive-pdfs/First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf,138,"Publishing House, Beijing (in Chinese with English abstract). IHIA. Institute of History and Institute of Archaeology and Chinese Academy of Social Science, eds. 1982. Contributions to the Study on Human Skulls from the Shang Sites at Anyang. Beijing: Cultural Relics Publishing House (in Chinese with English summary). Ingman, M. and Gyllensten, U. 2003. Mitochondrial genome variation and evolutionary history of Australian and New Guinean Aborigine",bad_keyword
Early Holocene Hunter- Gatherer Sites,,,,,data/google-drive-pdfs/First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf,140,"keletal and dental remains. In M. Oxenham and N. Tayles, eds, Bioarchaeology of Southeast Asia, pp. 33–58. Cambridge: Cambridge University Press. Matsumura, H., Hung, H-c. et al. in press. Bio-anthropological Studies of Early Holocene Hunter- Gatherer Sites at Huiyaotian and Liyupo in Guangxi, China. Tokyo: National Museum of Nature and Science. Matsumura, H. and Hudson, M. 2005. Dental perspectives on the population history of Southeast Asia. American Journal of Physical",bad_keyword
Prehistoric Village Site,,,,,data/google-drive-pdfs/First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf,142,"me Research 19:826–837. Pickrell, J. and Reich, D. 2014. Toward a new history and geography of human genes informed by ancient DNA. Trends in Genetics 30:377–389. Pietrusewsky , M. and Douglas, M.T . 2002. Ban Chiang, a Prehistoric Village Site in Northeast Thailand I: The Human Skeletal Remains. Philadelphia: University of Pennsylvania, Museum of Archaeology and Anthropology . Pietrusewsky , M., Lauer, A. et al. 2016. Patterns of health in Early Neolithic and",bad_keyword
Earliest Sites,,,,,data/google-drive-pdfs/First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf,228,"Investigating cultural evolution using phylogenetic analysis: the origins and descent of the Southeast Asian tradition of warp ikat weaving. PloS ONE 7(12):e0052064. Carson, M. 2014. First Settlement of Remote Oceania: Earliest Sites in the Mariana Islands. Berlin: Springer. Dahl, O.C. 1951. Malgache et Maanjan: une comparaison linguistique. Studies of the Egede Institute, no. 3. Oslo: Egede‐Instituttet. Diamond, J. 1992. The Third Chimpanzee: The E",bad_keyword
Daowei Sites,,,,,data/google-drive-pdfs/First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf,274,"Chekiang Province. K’ao Ku Hsüeh Pao (Kaogu Xuebao), 1978, 1:94, 106–107 (English sections). Chen, C‐l. 1987. People and Culture. Taipei: Southern Materials Center. Chen, C‐y . and Chiu H‐l. 2013. The Excavation of the Daowei Sites on Liangdao Island of Mazu, and the Reconstruction Plan for “Liangdao Man.” Lienjiang: Lienjiang County Government (in Chinese). Chen, W‐s., Sung, S‐h. et al. 2004. Shoreline changes in the coastal plain of Taiwan since",bad_keyword
Major Prehistoric Sites,,,,,data/google-drive-pdfs/First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf,279,"cave sites, Masbate, Philippines. Asian and Pacific Archaeology Series 2:21–62. Solheim, W . 1984–1985. The Nusantao hypothesis. Asian Perspectives 26:77–88. Sung, W‐h., Yin, C‐c. et al. 1992. Preliminary Evaluation of Major Prehistoric Sites. Taipei: Ethnological Society of China (in Chinese). Tang, C. 1997. The discovery of ancient bark cloth culture in Hong Kong and its significance. Dong Nan Wen Hua (Southeast Culture) 1:30–33 (in Chinese). Tang, C. 2003",bad_keyword
,10.339800,42.007000,10.3398/042.007,decimal_pair,data/google-drive-pdfs/Fishhooks  Lures  and Sinkers  Intensive Manufacture of Marine Technology from the Terminal Pleistocene at Makpan Cave  Alor Island  Indonesia.pdf,19,"894.2015.1105884 Fujita, H. 2014. Early Holocene pearl oyster circular fishhooks and ornaments of Esp /C19 ıritu Santo Island, Baja California Sur. Monographs of the Western North American Naturalist 7 (1): 129–34. doi: 10.3398/042.007.0113 Fujita, H., C. C /C19aceres-Mart/C19 ınez, and A. F. Ainis. 2017. Pearl ornaments from Covacha Babisuri site on Esp /C19 ıritu Santo Island, Baja California Sur, Mexico. Pacific Coast Archaeological Society Quarter",empty
Matano Region. Site,,,,,data/google-drive-pdfs/FlakingStone_matano_SSul.pdf,7,"3), cores 1.2% (n = 47) and non-flaked 2.8% (n = 111). These data indicate that the debris used for retouching included not only intentionally flaked artifacts but also Table 1 Radiocarbon dating results on sites of the Matano Region. Site Lab. Code Result (BP) Calibrated date (95% confidence interval) References Rahampu ’ u 057/D/GL/ P4/03/10/ 2018 1030 ± 120* calAD 717 – 1246 This paper Rahampu ’ u OZE646 (AMS) 1000 ± 40 calAD 973 – 1153 Bulbeck & Caldw",bad_keyword
B. Sites,,,,,data/google-drive-pdfs/FortifiedWallaceaSites.pdf,8,in summary and includes general location information and brief commentary on significance and site features. Figure 11.4. Map of fortified sites located in Timor-Leste. A. Location of the three districts discussed here; B. Sites identified in Ainaro and Manatuto Districts—numbers corresponding to Table 11.2; C. Sites identified in Lautem District—numbers corresponding to Table 11.2. Source: Satellite image from the Sentinel-2A satellite (2019-1,bad_keyword
C. Sites,,,,,data/google-drive-pdfs/FortifiedWallaceaSites.pdf,8,and site features. Figure 11.4. Map of fortified sites located in Timor-Leste. A. Location of the three districts discussed here; B. Sites identified in Ainaro and Manatuto Districts—numbers corresponding to Table 11.2; C. Sites identified in Lautem District—numbers corresponding to Table 11.2. Source: Satellite image from the Sentinel-2A satellite (2019-12-07) obtained from the Sentinel Data Hub (European Space Agency 2019). This content downl,bad_keyword
KSR No. Region Site,,,,,data/google-drive-pdfs/FortifiedWallaceaSites.pdf,28,"st 16 additional sites that match the unique features of the open Negeri Lamas identified during the brief ground surveys (see Figure 11.12 remotely sensed sites). Table 11.3. Summary data on fortified sites in Kisar. 1 KSR No. Region Site name Location Description Findings 27 Wonreli Hill Negeri Lama Katrow Wakrow Lat. –08.07879° Long. 127.1603° 2 Alt. 121 m Old fortified settlements Grave structure, fragments of pottery. 34 Oirata Oirata Cave Lat. –08.1",bad_keyword
KSR No. Region Site,,,,,data/google-drive-pdfs/FortifiedWallaceaSites.pdf,29,274 Forts and Fortification in Wallacea terra australis 53 1 KSR No. Region Site name Location Description Findings 54 Below Pur Pura Negeri Lama Pur Pura Negeri Lama Cave 2 Lat. –08.03954° Long. 127.21° Alt. 49 m Large cave below Pur Pura Negeri Lama Wood statue said to be part of the old fortified,bad_keyword
Babar Besar. Sites,,,,,data/google-drive-pdfs/FortifiedWallaceaSites.pdf,30,11. Surveys of fortified sites in Southern Wallacea 275 terra australis 53 Figure 11.23. Map showing the location of identified fort sites on the islands of Wetang and Babar Besar. Sites are numbered based on Kealy et al. (2018) (see also Table 11.4). Source: Satellite image from the Sentinel-2A satellite (2019-12-04) obtained from the Sentinel Data Hub (European Space Agency 2019). The formation of the,bad_keyword
,-8.066667,127.183333,8°4′S 127°11′E,wgs84_dms,data/google-drive-pdfs/FortifiedWallaceaSites.pdf,35,"280 Forts and Fortification in Wallacea terra australis 53 Google Earth Pro V 7.3.2.5491. 2018a. Kisar Island. 8°4′S 127°11′E. ©2018 AfriGIS (Pty) Ltd. Data SIO, NOAA, U.S. Navy, NGA, GEBCO. Image ©2018 DigitalGlobe. Google Earth Pro V 7.3.2.5491. 2018b. Babar and Wetang Islands. 7°54′S 129°43′E. Image ©2018 T erraMetrics. ©2018 AfriGIS (Pty)",empty
,-7.900000,129.716667,7°54′S 129°43′E,wgs84_dms,data/google-drive-pdfs/FortifiedWallaceaSites.pdf,35,"ogle Earth Pro V 7.3.2.5491. 2018a. Kisar Island. 8°4′S 127°11′E. ©2018 AfriGIS (Pty) Ltd. Data SIO, NOAA, U.S. Navy, NGA, GEBCO. Image ©2018 DigitalGlobe. Google Earth Pro V 7.3.2.5491. 2018b. Babar and Wetang Islands. 7°54′S 129°43′E. Image ©2018 T erraMetrics. ©2018 AfriGIS (Pty) Ltd. Data SIO, NOAA, U.S. Navy, NGA, GEBCO. Image ©2018 DigitalGlobe. Kealy, S., L. Wattimena and S. O’Connor 2018. A geological and spatial approach to prehistoric archae",empty
Last Glacial Maximum Sites,,,,,data/google-drive-pdfs/From Arabia to the Pacific How Our Species Colonised Asia (Robin Dennell) (z-lib.org).pdf,117,olake basin Site mentioned in text# Pliocene - Pleistocene alluviurn Annual Rainfall (mm) Exposed shelf during the LGM 500 km0 FIGURE 4.9 Ancient and modern drainage systems of Southwest Asia and land exposed during the Last Glacial Maximum Sites: Iraq: 1 Shanidar; Iran: 2 Bisitun; 3 Warwasi; 4 Kobeh; 5 Ghar-e-Khar; 6 Yafteh; 7 Gar Arjeneh; 8 Kunji; 9 Izeh Plain; 10 Sarab Syah; 11 Qaleh Bozi; 12 Ghar-i-Boof; 13 Eshkaft-i-Gavi; 14 Bab Anar; 15 Jahrom; 16 Jam-o-Ri,bad_keyword
Archaeology Key Sites,,,,,data/google-drive-pdfs/From Arabia to the Pacific How Our Species Colonised Asia (Robin Dennell) (z-lib.org).pdf,135,"Weaker Stronger(BP) Age Monsoon strength OIS Hominin fossils Archaeology Key Sites 10,000 1 Bhimbetka Jwalapuram Locality 9 Fa Hien Sannarachamma (Karnataka) Chopani Mando (Belan Valley) Jwalapuram 9 (Jurreru Valley) Batadomba Lena (Sri Lanka) Jwalapuram Locality 21 Jwalapuram Locality 3 16R Dune (Did",bad_keyword
Borneo. Sites,,,,,data/google-drive-pdfs/From Arabia to the Pacific How Our Species Colonised Asia (Robin Dennell) (z-lib.org).pdf,157,"by the summer monsoons to the Lesser Sunda Islands, Java, FIGURE 6.1 Coastlines in Southeast Asia when sea levels were 40 m below present levels At this level, mainland Southeast Asia is conjoined with Sumatra, Java and Borneo. Sites mentioned in the text: 1 Tam Pa Ling, Nam Lot (Laos); 2 Duoi U ’Oi (Vietnam); 3 Boh Dambang (Cambodia); 4 Moh Khiew, Lang Rongrien (Thailand); 5 Lida Ajer (Sumatra); 6 Braholo Cave, Punung, Ngandong, Song Gupuh, Wajak,",bad_keyword
Sunda Country Site,,,,,data/google-drive-pdfs/From Arabia to the Pacific How Our Species Colonised Asia (Robin Dennell) (z-lib.org).pdf,166,"TABLE 6.1 Human skeletal remains from Southeast Asia and Sunda Country Site Skeletal remains Context Age Identiﬁ cation Reference Thailand Moh Khiew Partial skel- eton, adult, probably female Layer 2, cave 25,000 ± 600 BP (Univer- sity of Tokyo: TK-933Pr), or 30,989 ± 707 cal BP (Rabett 2012: 1",bad_keyword
Country Site,,,,,data/google-drive-pdfs/From Arabia to the Pacific How Our Species Colonised Asia (Robin Dennell) (z-lib.org).pdf,167,"istocene modern humans may have followed inland migration routes or used multiple migratory paths ” (Demeter et al. 2012: 14379) rather than following coast lines, as some have suggested (e.g. Stringer TABLE 6.1 (Cont). Country Site Skeletal remains Context Age Identiﬁ cation Reference Malaysia (Borneo) Niah Cranium Cave 40,984 ± 305 cal BP 40,344 ± 415 cal BP 37 +2/–4.7 KBP on mandible 34.5+3 –3 KBP on mandible Combined age: 35–42 KBP H. sapiens B",bad_keyword
Human Origin Sites,,,,,data/google-drive-pdfs/From Arabia to the Pacific How Our Species Colonised Asia (Robin Dennell) (z-lib.org).pdf,180,"guidelines for optimal protection and management of the site. In N. Sanz (ed.) Human Origin Sites and the World Heritage Convention in Asia , Paris: UNESCO, pp. 220 –234. Barker, G. (ed.) (2013) Rainforest Foraging and Farming in Island Southeast Asia: The Archae- ology of the Niah Caves, Sarawak (Volume I). Cambrid",bad_keyword
Human Origin Sites,,,,,data/google-drive-pdfs/From Arabia to the Pacific How Our Species Colonised Asia (Robin Dennell) (z-lib.org).pdf,185,"Biogeography , 27: 1153–1167. Vos, J. de (2014) The history of paleoanthropological research in Asia: reasons and priorities for future cooperation in research and preservation of sites and collections. In N. Sanz (ed.) Human Origin Sites and the World Heritage Convention in Asia , Paris: UNESCO, pp. 68–82. Weidenreich, F. (1945) The Keilor skull: a Wadjak type from Southeast Australia. American Journal of Physical Anthropology, 3(1): 21– 32. Westaway, K",bad_keyword
Leang Timpuseng Corrected U-Series,,,,,data/google-drive-pdfs/From Arabia to the Pacific How Our Species Colonised Asia (Robin Dennell) (z-lib.org).pdf,198,"u 30,850 ± 340 33,860 –35,030 Ono et al. (2009) 2 Morotai (Halmahera) Daeo 2 13,930 ± 140 5,890 –16,770 Bellwood et al. (1998) 3 Gebe (Hal- mahera) Golo Cave 32,210 ± 320 35,000 –36,350 Bellwood et al. (1998) 4 Sulawesi Leang Timpuseng Corrected U-Series 39,860–41,570 31,260 ± 330 Aubert et al. (2014) Leang Burung 2 Glover (1981) Leang Burung 2 31,2606 ± 320 35,2486 ± 420 Glover (1981); Aubert et al. (2014) Leang Sakapao 25,390 ± 310 28,380 –29,810 Bulbeck et al. (2004)",bad_keyword
Jordan Valley. Sites,,,,,data/google-drive-pdfs/From Arabia to the Pacific How Our Species Colonised Asia (Robin Dennell) (z-lib.org).pdf,236,"d from shells which are generally less reliable than charcoal for dating (Alex et al. 2017). The main dating evidence of the EUP comes from the caves of Üçag ̆ızlı,K s a r Akil, Kebara, Manot and Mughr el-Hamamah in the Jordan Valley. Sites in the arid southern Levant have fewer dates, and those were mostly produced in the 1970s and early 1980s with less reliable methods than now. At Kebara the Ahmar- ian began by 47.5 to 46 ka cal BP and ca. 46,000 cal BP",bad_keyword
Human Origin Sites,,,,,data/google-drive-pdfs/From Arabia to the Pacific How Our Species Colonised Asia (Robin Dennell) (z-lib.org).pdf,265,"al Context, MASCA Research Papers in Science and Archaeology, pp. 37–45. Heydari-Guran, S. (2015) Tracking Upper Pleistocene human dispersals into the Iranian Plateau: a geoarchaeological model. In N. Sanz (ed) HEADS 4: Human Origin Sites and the World Heritage Convention in Eurasia, Paris: UNESCO, pp. 40–53. Heydari-Guran, S. and Ghasidian, E. (2017) The MUP Zagros Project: tracking the Middle–Upper Palaeolithic transition in the Kermanshah region, west",bad_keyword
Human Origin Sites,,,,,data/google-drive-pdfs/From Arabia to the Pacific How Our Species Colonised Asia (Robin Dennell) (z-lib.org).pdf,266,"-interglacial cycles in a semiarid region in northern Iran. Quaternary International, 429: 13–30. Le Tensorer, J.-M. (2015) Regional Perspective of early human populations in Syria: the case of El Kowm. In N. Sanz (ed.) Human Origin Sites and the World Heritage Convention in Eurasia, Paris: UNESCO, pp. 54– 71. Litt, T. and Anselmetti, F.S. (2014) Lake Van deep drilling project PALEOVAN. Quater- nary Science Reviews , 104: 1 –7. Litt, T., Pickarski, N., H",bad_keyword
Trans-Baikal Behaviour Evidence Sites,,,,,data/google-drive-pdfs/From Arabia to the Pacific How Our Species Colonised Asia (Robin Dennell) (z-lib.org).pdf,285,"al. 2015) which may be similar to the ﬂutes found at Hohe Fels and Vogel- herd, Germany (Conard et al. 2009). A selection of IUP examples is shown in Figure 9.6. TABLE 9.3 Summary of the Early Upper Palaeolithic in the Trans-Baikal Behaviour Evidence Sites where present Earliest evidence (cal BP) Technology Blade-based lithic assem- blages dominated by ﬂat- based cores with diverse tool- kits Tolbaga, Chitkan, Varvar- ina Gora, Khotyk, Kamenka, Sapun, Sanmyi Mys Kamenka A",bad_keyword
Altai Cave Sites,,,,,data/google-drive-pdfs/From Arabia to the Pacific How Our Species Colonised Asia (Robin Dennell) (z-lib.org).pdf,298,"Buzhilova, A.P. (2013) Dental Remains from the Middle Paleolithic Layers of Altai Cave Sites. Archaeology, Ethnology and Anthropology of Eurasia, 41(1): 55– 65. Callaway, E. (2016) Evidence mounts for interbreeding bonanza in ancient human species. Nature, doi:10.1038/nature.2016.19394. Dennell, R.W. (2019) Dat",bad_keyword
Leang Timpuseng Corrected U-Series,,,,,data/google-drive-pdfs/From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_1_Prologue_the_southern_dispersal_across_Asia)-2.pdf,12,"u 30,850 ± 340 33,860 –35,030 Ono et al. (2009) 2 Morotai (Halmahera) Daeo 2 13,930 ± 140 5,890 –16,770 Bellwood et al. (1998) 3 Gebe (Hal- mahera) Golo Cave 32,210 ± 320 35,000 –36,350 Bellwood et al. (1998) 4 Sulawesi Leang Timpuseng Corrected U-Series 39,860–41,570 31,260 ± 330 Aubert et al. (2014) Leang Burung 2 Glover (1981) Leang Burung 2 31,2606 ± 320 35,2486 ± 420 Glover (1981); Aubert et al. (2014) Leang Sakapao 25,390 ± 310 28,380 –29,810 Bulbeck et al. (2004)",bad_keyword
Borneo. Sites,,,,,data/google-drive-pdfs/From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_1_Prologue_the_southern_dispersal_across_Asia).pdf,3,"by the summer monsoons to the Lesser Sunda Islands, Java, FIGURE 6.1 Coastlines in Southeast Asia when sea levels were 40 m below present levels At this level, mainland Southeast Asia is conjoined with Sumatra, Java and Borneo. Sites mentioned in the text: 1 Tam Pa Ling, Nam Lot (Laos); 2 Duoi U ’Oi (Vietnam); 3 Boh Dambang (Cambodia); 4 Moh Khiew, Lang Rongrien (Thailand); 5 Lida Ajer (Sumatra); 6 Braholo Cave, Punung, Ngandong, Song Gupuh, Wajak,",bad_keyword
Sunda Country Site,,,,,data/google-drive-pdfs/From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_1_Prologue_the_southern_dispersal_across_Asia).pdf,12,"TABLE 6.1 Human skeletal remains from Southeast Asia and Sunda Country Site Skeletal remains Context Age Identiﬁ cation Reference Thailand Moh Khiew Partial skel- eton, adult, probably female Layer 2, cave 25,000 ± 600 BP (Univer- sity of Tokyo: TK-933Pr), or 30,989 ± 707 cal BP (Rabett 2012: 1",bad_keyword
Country Site,,,,,data/google-drive-pdfs/From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_1_Prologue_the_southern_dispersal_across_Asia).pdf,13,"istocene modern humans may have followed inland migration routes or used multiple migratory paths ” (Demeter et al. 2012: 14379) rather than following coast lines, as some have suggested (e.g. Stringer TABLE 6.1 (Cont). Country Site Skeletal remains Context Age Identiﬁ cation Reference Malaysia (Borneo) Niah Cranium Cave 40,984 ± 305 cal BP 40,344 ± 415 cal BP 37 +2/–4.7 KBP on mandible 34.5+3 –3 KBP on mandible Combined age: 35–42 KBP H. sapiens B",bad_keyword
Human Origin Sites,,,,,data/google-drive-pdfs/From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_1_Prologue_the_southern_dispersal_across_Asia).pdf,26,"guidelines for optimal protection and management of the site. In N. Sanz (ed.) Human Origin Sites and the World Heritage Convention in Asia , Paris: UNESCO, pp. 220 –234. Barker, G. (ed.) (2013) Rainforest Foraging and Farming in Island Southeast Asia: The Archae- ology of the Niah Caves, Sarawak (Volume I). Cambrid",bad_keyword
Human Origin Sites,,,,,data/google-drive-pdfs/From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_1_Prologue_the_southern_dispersal_across_Asia).pdf,31,"Biogeography , 27: 1153–1167. Vos, J. de (2014) The history of paleoanthropological research in Asia: reasons and priorities for future cooperation in research and preservation of sites and collections. In N. Sanz (ed.) Human Origin Sites and the World Heritage Convention in Asia , Paris: UNESCO, pp. 68–82. Weidenreich, F. (1945) The Keilor skull: a Wadjak type from Southeast Australia. American Journal of Physical Anthropology, 3(1): 21– 32. Westaway, K",bad_keyword
Laga Sites,,,,,data/google-drive-pdfs/Glover_TimorSites.pdf,408,", trade and settlement The Timorese Cultural patterns EXPLORATION AND SITE SURVEYS Preliminary information Reconnaissance, July 1966 Tutuala Baucau Venilale and Beaco 9 Survey and excavation, November 1966- January 19^7 Laga Sites on the Baucau Plateau Baguia Survey, June - September 19^7 Baucau Plateau Venilale and Ossu METHODS OF EXCAVATION AND ANALYSIS Introduction Excava tion Stratigraphy, spit correlation and units for analysis Radiocarbon d",bad_keyword
Early Holocene Archaeological Site,,,,,data/google-drive-pdfs/GoaTopogaro_Sulawesi_Holocene_BoneLithic.pdf,19,"t. In: Langley, M.C. (Ed.), Osseus Projectile Weaponry: towards an Understanding of Pleistocene Cultural Variability. Springer, Dordrecht, pp. 209 – 218 . Anderson, D.D., 1990. Lang Rongrien Rockshelter: a Pleistocene – Early Holocene Archaeological Site from Krabi, Southwestern Thailand. University Museum, University of Pennsylvania, Philadelphia . Anderson, D.D., 1997. Cave archaeology in Southeast Asia. Geoarchaeology: Int. J. 12 (6), 607 – 638 . Andrefsky, W., 2005.",bad_keyword
Palaeoanthropological Sites,,,,,data/google-drive-pdfs/HEJava.pdf,2,"to glacial-interglacial processes. The process has occurred for at least more than 2 million years since the end of the Pliocene (Hall, Clements, and Smyth, 2009). Figure 1. Physiographic Conditions and Distribution of Palaeoanthropological Sites in Java Island (Source: Van Bemmelen, 1949 with modifications) Quaternary glaciation at high altitudes such as North America and Europe have caused variations in sea level around the world, including the Indonesian Arch",bad_keyword
Rancah Sites,,,,,data/google-drive-pdfs/HEJava.pdf,5,""". METHODS The research scope includes sites in the western part of Central Java and West Java that have potential rock outcrops from the Quaternary period, such as the Serayu Mountains and the Bogor Zone, including the Rancah Sites in West Java, Semedo and Bumiayu in Ce ntral Java. Data collection methods include a literature study on the results of previous research, and direct observation through surveys at the three sites studied. Sources of li",bad_keyword
Bumiayu Sites,,,,,data/google-drive-pdfs/HEJava.pdf,6,"158 Berkala Arkeologi Vol. 40 Edition No. 2 November 2020 Rancah, Semedo, and Bumiayu Sites. The implications of the results of the s tudy then become the prospects for prehistoric quaternary research in Java in the future. RESEARCH RESULTS Three Homo erectus sites have recently been discovered in western-Cent",bad_keyword
Semedo Sites,,,,,data/google-drive-pdfs/HEJava.pdf,6,"ications of the results of the s tudy then become the prospects for prehistoric quaternary research in Java in the future. RESEARCH RESULTS Three Homo erectus sites have recently been discovered in western-Central Java (Semedo Sites in the North Serayu Mountains and Bumiayu Sites in the eastern boundary of the Bogor Zone Mountains), and in West Java (Sites Rancah part of the Banyumas Sub-Basin). These sites are located away from other similar sites",bad_keyword
Pleistocene Sites,,,,,data/google-drive-pdfs/HEJava.pdf,6,"sites on the island of Java can be seen (see Figure 3), which of course will tell a different story about the arrival and dispersal of Homo erectus in the Indonesian archipelago. Figure 3. Distribution of Two Groups of Pleistocene Sites in Java. Note: Red = Early Pleistocene, Yellow = Middle Pleistocene, Green = Late-Middle Pleistocene (Source: Noerwidi, 2020 with modifications) Rancah Site, Ciamis, West Java The site is located in Rancah Village, Ranc",bad_keyword
Indonesian Hominid Sites,,,,,data/google-drive-pdfs/HEJava.pdf,21,"Noerwidi) BIBLIOGRAPHY Cohen, K. M., Finney, S., & Gibbard, P. L. (2013). International chronostratigraphic chart. International Commission on Stratigraphy. de Vos, J. (1985). Faunal Stratigraphy and Correlation of the Indonesian Hominid Sites. In Ancestors: The Hard Evidence (pp. 215–220). de Vos, J. (1995). The Migration of Homo erectus and Homo sapiens in South-east Asia and the Indonesian Archipelago. In J. R. F. Bower & S. Sartono (Eds.), Pithecanthropus",bad_keyword
Neolithic Factory Sites,,,,,data/google-drive-pdfs/Heereken_StoneAgeofIndonesia.pdf,19,"read of stone tools in Indonesia. 168 4. Some Neolithic Traditions . 171 5. Excavations. . . . . . . . . 173 a. Java: Kendeng Lembu . 173 b. Celebes (Sulawesi): The Karanla River . 182 c. Sumba: MeloIo Urnfield . 191 6. Neolithic Factory Sites. . . 198 7. Former Working-Hypotheses 199 D. IN RETROSPECT: THE NEOLITHIC STAGE 203 REFERENCES AND SELECTED BIBLIOGRAPHY, CENOZOIC 207-221 REFERENCES AND SELECTED BIBLIOGRAPHY, MESOLITHIC 222-234 REFERENCES AND SELECTED",bad_keyword
SUMMARY Chapter I. Sites,,,,,data/google-drive-pdfs/Hoabinh Culture.pdf,2,"/ y L/ SUMMARY Chapter I. Sites Excavated in Hoa Binh A resolution defining the Hoabinhian culture, passed by the First Congress of Prehistorians of the Far East in 1932, is discussed in the light of the relevant excavation reports. Of these the most",bad_keyword
Contents Preface Sites,,,,,data/google-drive-pdfs/Hoabinh Culture.pdf,15,"Chapter I Chapter II Chapter III Chapter IV Chapter V Chapter VI Chapter VII Chapter VIII Chapter IX Chapter X Table of Contents Preface Sites Excavated in Hoabinh Sites Excavated in Bao Son Hoabinhian Collections from other parts of South East Asia Japan, the Philippines and Australia Some Analytical Techniques The Flaked Stone Component of the Collections at",bad_keyword
Hoabinh Sites,,,,,data/google-drive-pdfs/Hoabinh Culture.pdf,15,"Chapter I Chapter II Chapter III Chapter IV Chapter V Chapter VI Chapter VII Chapter VIII Chapter IX Chapter X Table of Contents Preface Sites Excavated in Hoabinh Sites Excavated in Bao Son Hoabinhian Collections from other parts of South East Asia Japan, the Philippines and Australia Some Analytical Techniques The Flaked Stone Component of the Collections at Sai Yok, and the Code used",bad_keyword
The Sites,,,,,data/google-drive-pdfs/Hoabinh Culture.pdf,21,"he sites excavated will first be described, then the deposits that they contained will be examined, and finally the conclusions and inferences drawn by Mlle Colani from her examination of the artefacts will be reviewed. The Sites The sites, several being rich in artefacts, were not known before Mlle Colani's expedition in 1926. In previous years Mlle Celani, in company with H. Mansuy, had explored archaeological sites, caves and rock shelters, i",bad_keyword
Other Sites,,,,,data/google-drive-pdfs/Hoabinh Culture.pdf,52,"34 A few deformed copper vessels were found at Lang Neo; these are presumably elements of a later metal-using culture. Other Sites in Hoa Binh ~d Region Colani continued her work of archaeological exploration and excavation, excavating cave and shelter sites in Ninh-Binh Province during November, 1927. 1 Although situated in an adjacent administrat",bad_keyword
Bukit Barisan. Kondisi,,,,,data/google-drive-pdfs/Hoabinh.pdf,4,"abinh dengan ekofak yang didominasi cangkang moluska. Sebagian dari situs di dataran rendah tersebut merupakan daerah pasang-surut. Situs Hoabinh yang terdapat di dataran tinggi hanya ditemukan di DAS Wampu, pada lereng Bukit Barisan. Kondisi situs yang berbeda dengan situs di dataran rendah yang tergolong 4 Hasil penelitian geologi pada situs di Hinai, Langkat, Sumatera Utara oleh Budianto (1977: 13) daerah pada situs bukit kerang dulunya adalah rawa-rawa y",bad_keyword
